question,premise,choice1,choice2,kind,a1,a2,correct,gap,peak
"Consider the following example: ‘‘‘The customer came into the boutique.’’’ Choice 1: She left her wallet at home. Choice 2: The window display caught her eye. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The customer came into the boutique.,She left her wallet at home.,The window display caught her eye.,cause,1.6603162288665771,-1.9144091606140137,2,3.574725389480591,1.9144091606140137
"Consider the following example: ‘‘‘The customer filed a complaint with the store manager.’’’ Choice 1: The sales associate undercharged the customer. Choice 2: The sales associate acted rude to the customer. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The customer filed a complaint with the store manager.,The sales associate undercharged the customer.,The sales associate acted rude to the customer.,cause,-0.9020800590515137,1.1171596050262451,2,2.019239664077759,1.1171596050262451
"Consider the following example: ‘‘‘The detective revealed an anomaly in the case.’’’ Choice 1: He finalized his theory. Choice 2: He scrapped his theory. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The detective revealed an anomaly in the case.,He finalized his theory.,He scrapped his theory.,effect,-1.0334311723709106,1.4505218267440796,2,2.4839529991149902,1.4505218267440796
"Consider the following example: ‘‘‘The doctors amputated the patient's leg.’’’ Choice 1: It was badly bruised. Choice 2: It was severely infected. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The doctors amputated the patient's leg.,It was badly bruised.,It was severely infected.,cause,-1.5923372507095337,1.8654403686523438,2,3.4577776193618774,1.8654403686523438
"Consider the following example: ‘‘‘The dog barked.’’’ Choice 1: The cat lounged on the couch. Choice 2: A knock sounded at the door. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The dog barked.,The cat lounged on the couch.,A knock sounded at the door.,cause,-0.1370171308517456,0.441727876663208,2,0.5787450075149536,0.441727876663208
"Consider the following example: ‘‘‘The driver got a flat tire.’’’ Choice 1: He went over the speed limit. Choice 2: He ran over a nail. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The driver got a flat tire.,He went over the speed limit.,He ran over a nail.,cause,0.7184885740280151,-0.5507228374481201,2,1.2692114114761353,0.7184885740280151
"Consider the following example: ‘‘‘The driver rotated the steering wheel.’’’ Choice 1: The car halted. Choice 2: The car turned. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The driver rotated the steering wheel.,The car halted.,The car turned.,effect,0.9795498251914978,-1.4334300756454468,2,2.4129799008369446,1.4334300756454468
"Consider the following example: ‘‘‘The driver slammed on his brakes.’’’ Choice 1: A deer appeared on the road. Choice 2: The car radio shut off. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The driver slammed on his brakes.,A deer appeared on the road.,The car radio shut off.,cause,0.6413241624832153,-0.49161624908447266,1,1.132940411567688,0.6413241624832153
"Consider the following example: ‘‘‘The driver turned on the car's headlights.’’’ Choice 1: He heard thunder. Choice 2: The sun went down. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The driver turned on the car's headlights.,He heard thunder.,The sun went down.,cause,0.6847280263900757,-0.9069033265113831,2,1.5916313529014587,0.9069033265113831
"Consider the following example: ‘‘‘The dust came off the desk.’’’ Choice 1: I wiped the desk with a cloth. Choice 2: I removed the books from the desk. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The dust came off the desk.,I wiped the desk with a cloth.,I removed the books from the desk.,cause,-0.6848398447036743,0.5368674993515015,1,1.2217073440551758,0.6848398447036743
"Consider the following example: ‘‘‘The egg splattered.’’’ Choice 1: I dropped it. Choice 2: I boiled it. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The egg splattered.,I dropped it.,I boiled it.,cause,0.37925583124160767,-0.3299812078475952,1,0.7092370390892029,0.37925583124160767
"Consider the following example: ‘‘‘The elderly woman suffered a stroke.’’’ Choice 1: The woman's daughter came over to clean her house. Choice 2: The woman's daughter moved in to take care of her. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The elderly woman suffered a stroke.,The woman's daughter came over to clean her house.,The woman's daughter moved in to take care of her.,effect,-0.33571624755859375,0.5373837947845459,2,0.8731000423431396,0.5373837947845459
"Consider the following example: ‘‘‘The farmland needed irrigation.’’’ Choice 1: A canal was constructed. Choice 2: A flood occurred. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The farmland needed irrigation.,A canal was constructed.,A flood occurred.,effect,-1.2749872207641602,1.8916070461273193,1,3.1665942668914795,1.8916070461273193
"Consider the following example: ‘‘‘The father shut off the children's television.’’’ Choice 1: It was bedtime for the children. Choice 2: The children were watching cartoons. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The father shut off the children's television.,It was bedtime for the children.,The children were watching cartoons.,cause,-0.34463879466056824,0.4724245071411133,1,0.8170633018016815,0.4724245071411133
"Consider the following example: ‘‘‘The flashlight was dead.’’’ Choice 1: I took it apart. Choice 2: I replaced the batteries. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The flashlight was dead.,I took it apart.,I replaced the batteries.,effect,1.4283843040466309,-2.090247631072998,2,3.518631935119629,2.090247631072998
"Consider the following example: ‘‘‘The friends' debate dragged on interminably.’’’ Choice 1: The friends saw eye to eye. Choice 2: The friends were splitting hairs. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The friends' debate dragged on interminably.,The friends saw eye to eye.,The friends were splitting hairs.,cause,-1.4569061994552612,2.4895150661468506,2,3.946421265602112,2.4895150661468506
"Consider the following example: ‘‘‘The fugitive hid from the police.’’’ Choice 1: The police dropped the case. Choice 2: The fugitive remained at large. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The fugitive hid from the police.,The police dropped the case.,The fugitive remained at large.,effect,0.6121816635131836,-0.4745277762413025,2,1.086709439754486,0.6121816635131836
"Consider the following example: ‘‘‘The gardener pulled the weeds.’’’ Choice 1: The weeds came out of the soil. Choice 2: The weeds produced seeds. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The gardener pulled the weeds.,The weeds came out of the soil.,The weeds produced seeds.,effect,-0.5115264058113098,0.7026420831680298,1,1.2141684889793396,0.7026420831680298
"Consider the following example: ‘‘‘The girl applied the scissors to the paper.’’’ Choice 1: The paper sliced apart. Choice 2: The paper crinkled. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl applied the scissors to the paper.,The paper sliced apart.,The paper crinkled.,effect,0.9023257493972778,-1.424690842628479,1,2.327016592025757,1.424690842628479
"Consider the following example: ‘‘‘The girl found a bug in her cereal.’’’ Choice 1: She poured milk in the bowl. Choice 2: She lost her appetite. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl found a bug in her cereal.,She poured milk in the bowl.,She lost her appetite.,effect,-1.1291999816894531,1.648144245147705,2,2.777344226837158,1.648144245147705
"Consider the following example: ‘‘‘The girl found the missing puzzle piece.’’’ Choice 1: She completed the puzzle. Choice 2: She took apart the puzzle. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl found the missing puzzle piece.,She completed the puzzle.,She took apart the puzzle.,effect,-1.2223260402679443,1.8550937175750732,1,3.0774197578430176,1.8550937175750732
"Consider the following example: ‘‘‘The girl handed down her clothes to her younger sister.’’’ Choice 1: The clothes were tattered. Choice 2: She outgrew the clothes. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The girl handed down her clothes to her younger sister.,The clothes were tattered.,She outgrew the clothes.,cause,2.2504398822784424,-2.434953212738037,2,4.6853930950164795,2.434953212738037
"Consider the following example: ‘‘‘The girl met her favorite actor.’’’ Choice 1: She went to see his new film. Choice 2: She asked him for his autograph. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl met her favorite actor.,She went to see his new film.,She asked him for his autograph.,effect,0.10573936998844147,-0.454493910074234,2,0.5602332800626755,0.454493910074234
"Consider the following example: ‘‘‘The girl performed in a dance recital.’’’ Choice 1: Her parents showed her how to dance. Choice 2: Her parents came to watch the recital. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl performed in a dance recital.,Her parents showed her how to dance.,Her parents came to watch the recital.,effect,-0.0720345675945282,-0.35908594727516174,2,0.28705137968063354,0.35908594727516174
"Consider the following example: ‘‘‘The girl pushed her friend.’’’ Choice 1: Her friend choked. Choice 2: Her friend fell over. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl pushed her friend.,Her friend choked.,Her friend fell over.,effect,1.3513853549957275,-1.506544589996338,2,2.8579299449920654,1.506544589996338
"Consider the following example: ‘‘‘The girl pushed herself off the top of the slide.’’’ Choice 1: She glided down the slide. Choice 2: She crawled up the slide. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl pushed herself off the top of the slide.,She glided down the slide.,She crawled up the slide.,effect,-0.9060090184211731,0.9739933013916016,1,1.8800023198127747,0.9739933013916016
"Consider the following example: ‘‘‘The girl received a trophy.’’’ Choice 1: She won a spelling bee. Choice 2: She made a new friend. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The girl received a trophy.,She won a spelling bee.,She made a new friend.,cause,0.6774777173995972,-1.2668988704681396,1,1.9443765878677368,1.2668988704681396
"Consider the following example: ‘‘‘The girl refused to eat her vegetables.’’’ Choice 1: Her father told her to drink her milk. Choice 2: Her father took away her dessert. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl refused to eat her vegetables.,Her father told her to drink her milk.,Her father took away her dessert.,effect,0.23668938875198364,0.27005788683891296,2,0.03336849808692932,0.27005788683891296
"Consider the following example: ‘‘‘The girl shared her lunch with her friend.’’’ Choice 1: Her friend forgot to bring his lunch. Choice 2: Her friend sat next to her at lunch. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The girl shared her lunch with her friend.,Her friend forgot to bring his lunch.,Her friend sat next to her at lunch.,cause,2.3204264640808105,-2.603776454925537,1,4.924202919006348,2.603776454925537
"Consider the following example: ‘‘‘The girl stared at herself in the mirror.’’’ Choice 1: She felt self-conscious. Choice 2: The mirror was smudged. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The girl stared at herself in the mirror.,She felt self-conscious.,The mirror was smudged.,cause,0.15567295253276825,-0.07914162427186966,1,0.2348145768046379,0.15567295253276825
"Consider the following example: ‘‘‘The girl wanted to demonstrate proper etiquette.’’’ Choice 1: She threw away her napkin after eating. Choice 2: She put her napkin on her lap before eating. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl wanted to demonstrate proper etiquette.,She threw away her napkin after eating.,She put her napkin on her lap before eating.,effect,2.1893346309661865,-2.7967209815979004,2,4.986055612564087,2.7967209815979004
"Consider the following example: ‘‘‘The girl wanted to wear earrings.’’’ Choice 1: She got her ears pierced. Choice 2: She got a tattoo. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl wanted to wear earrings.,She got her ears pierced.,She got a tattoo.,effect,-1.716267466545105,2.2651100158691406,1,3.9813774824142456,2.2651100158691406
"Consider the following example: ‘‘‘The girl was angry with her friend.’’’ Choice 1: The girl spread a rumor about her friend. Choice 2: The girl told a secret to her friend. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl was angry with her friend.,The girl spread a rumor about her friend.,The girl told a secret to her friend.,effect,2.290257453918457,-3.0405657291412354,1,5.330823183059692,3.0405657291412354
"Consider the following example: ‘‘‘The girl went down the hill on her bike.’’’ Choice 1: Her bike swerved. Choice 2: Her bike sped up. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The girl went down the hill on her bike.,Her bike swerved.,Her bike sped up.,effect,0.7221993803977966,-0.7421420812606812,2,1.4643414616584778,0.7421420812606812
"Consider the following example: ‘‘‘The girl's mouth ached.’’’ Choice 1: She lost a tooth. Choice 2: She swallowed her gum. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The girl's mouth ached.,She lost a tooth.,She swallowed her gum.,cause,0.07619097828865051,0.13648617267608643,1,0.06029519438743591,0.13648617267608643
"Consider the following example: ‘‘‘The glasses on the table spilled.’’’ Choice 1: The child drew on the table. Choice 2: The child yanked the tablecloth. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The glasses on the table spilled.,The child drew on the table.,The child yanked the tablecloth.,cause,-0.346591055393219,1.2198824882507324,2,1.5664735436439514,1.2198824882507324
"Consider the following example: ‘‘‘The grape juice fermented.’’’ Choice 1: The juice turned to wine. Choice 2: The juice evaporated. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The grape juice fermented.,The juice turned to wine.,The juice evaporated.,effect,-0.6689746975898743,1.2045996189117432,1,1.8735743165016174,1.2045996189117432
"Consider the following example: ‘‘‘The group overlooked the woman's faux pas.’’’ Choice 1: The woman was relieved. Choice 2: The woman apologized. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The group overlooked the woman's faux pas.,The woman was relieved.,The woman apologized.,effect,-0.38065189123153687,-0.1329958140850067,1,0.24765607714653015,0.38065189123153687
"Consider the following example: ‘‘‘The guests of the party hid behind the couch.’’’ Choice 1: It was a surprise party. Choice 2: It was a birthday party. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The guests of the party hid behind the couch.,It was a surprise party.,It was a birthday party.,cause,0.18870379030704498,-0.5406157970428467,1,0.7293195873498917,0.5406157970428467
"Consider the following example: ‘‘‘The homeowners disliked their nosy neighbors.’’’ Choice 1: They built a fence around their property. Choice 2: They hosted a barbeque in their backyard. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The homeowners disliked their nosy neighbors.,They built a fence around their property.,They hosted a barbeque in their backyard.,effect,1.0719976425170898,-2.0724189281463623,1,3.144416570663452,2.0724189281463623
"Consider the following example: ‘‘‘The horse bucked.’’’ Choice 1: A fly bit the horse. Choice 2: The rider stroked the horse. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The horse bucked.,A fly bit the horse.,The rider stroked the horse.,cause,1.4794070720672607,-2.1472206115722656,1,3.6266276836395264,2.1472206115722656
"Consider the following example: ‘‘‘The hospital sent the patient home.’’’ Choice 1: The patient's symptoms cleared up. Choice 2: The patient's family visited him. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The hospital sent the patient home.,The patient's symptoms cleared up.,The patient's family visited him.,cause,-0.5565176010131836,0.6803839802742004,1,1.236901581287384,0.6803839802742004
"Consider the following example: ‘‘‘The host cancelled the party.’’’ Choice 1: She was certain she had the flu. Choice 2: She worried she would catch the flu. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The host cancelled the party.,She was certain she had the flu.,She worried she would catch the flu.,cause,0.5858625173568726,-0.7555081844329834,1,1.341370701789856,0.7555081844329834
"Consider the following example: ‘‘‘The host served dinner to his guests.’’’ Choice 1: His guests were gracious. Choice 2: His guests went hungry. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The host served dinner to his guests.,His guests were gracious.,His guests went hungry.,effect,-2.1974709033966064,3.1853370666503906,1,5.382807970046997,3.1853370666503906
"Consider the following example: ‘‘‘The jewelry thieves were caught.’’’ Choice 1: The stolen jewelry was returned to its owners. Choice 2: The cost of the stolen jewelry was calculated. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The jewelry thieves were caught.,The stolen jewelry was returned to its owners.,The cost of the stolen jewelry was calculated.,effect,-1.0342754125595093,0.973540186882019,1,2.0078155994415283,1.0342754125595093
"Consider the following example: ‘‘‘The journalist wrote a biography about the humanitarian's life.’’’ Choice 1: The humanitarian was difficult for the journalist to interview. Choice 2: The journalist was intrigued by the humanitarian's work. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The journalist wrote a biography about the humanitarian's life.,The humanitarian was difficult for the journalist to interview.,The journalist was intrigued by the humanitarian's work.,cause,2.3412766456604004,-2.944960117340088,2,5.286236763000488,2.944960117340088
"Consider the following example: ‘‘‘The kidnappers released the hostage.’’’ Choice 1: They accepted ransom money. Choice 2: They escaped from jail. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The kidnappers released the hostage.,They accepted ransom money.,They escaped from jail.,cause,-0.6245373487472534,1.0654757022857666,1,1.69001305103302,1.0654757022857666
"Consider the following example: ‘‘‘The librarian located the book in the stacks.’’’ Choice 1: I requested the librarian's help. Choice 2: The book was checked out. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The librarian located the book in the stacks.,I requested the librarian's help.,The book was checked out.,cause,-0.7666933536529541,1.0892146825790405,1,1.8559080362319946,1.0892146825790405
"Consider the following example: ‘‘‘The lock opened.’’’ Choice 1: I turned the key in the lock. Choice 2: I made a duplicate of the key. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The lock opened.,I turned the key in the lock.,I made a duplicate of the key.,cause,-0.6905790567398071,0.5948382616043091,1,1.2854173183441162,0.6905790567398071
"Consider the following example: ‘‘‘The man became disabled.’’’ Choice 1: His family offered him financial support. Choice 2: His family cut off contact with him. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man became disabled.,His family offered him financial support.,His family cut off contact with him.,effect,-1.720125436782837,2.4336037635803223,1,4.153729200363159,2.4336037635803223
"Consider the following example: ‘‘‘The man confessed his love for the woman.’’’ Choice 1: The woman rejected him. Choice 2: The woman envied him. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man confessed his love for the woman.,The woman rejected him.,The woman envied him.,effect,0.3213561177253723,-0.27456122636795044,1,0.5959173440933228,0.3213561177253723
"Consider the following example: ‘‘‘The man craved a cigarette.’’’ Choice 1: His family urged him to quit smoking. Choice 2: He was addicted to nicotine. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man craved a cigarette.,His family urged him to quit smoking.,He was addicted to nicotine.,cause,-0.5691617727279663,0.6689067482948303,2,1.2380685210227966,0.6689067482948303
"Consider the following example: ‘‘‘The man drank water with his meal.’’’ Choice 1: His meal was cold. Choice 2: His meal was spicy. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man drank water with his meal.,His meal was cold.,His meal was spicy.,cause,0.5860066413879395,-0.45510801672935486,2,1.0411146581172943,0.5860066413879395
"Consider the following example: ‘‘‘The man dressed in his best suit.’’’ Choice 1: He scheduled a meeting with an important client. Choice 2: His wife bought him a new tie. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man dressed in his best suit.,He scheduled a meeting with an important client.,His wife bought him a new tie.,cause,-0.006956986151635647,-0.27000588178634644,1,0.2630488956347108,0.27000588178634644
"Consider the following example: ‘‘‘The man fainted.’’’ Choice 1: He took a nap. Choice 2: He ran a marathon. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man fainted.,He took a nap.,He ran a marathon.,cause,-1.4932506084442139,1.8562300205230713,2,3.349480628967285,1.8562300205230713
"Consider the following example: ‘‘‘The man fell unconscious.’’’ Choice 1: The assailant struck the man in the head. Choice 2: The assailant took the man's wallet. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man fell unconscious.,The assailant struck the man in the head.,The assailant took the man's wallet.,cause,1.1370888948440552,-1.2373616695404053,1,2.3744505643844604,1.2373616695404053
"Consider the following example: ‘‘‘The man got a discount on his groceries.’’’ Choice 1: He greeted the cashier. Choice 2: He used a coupon. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man got a discount on his groceries.,He greeted the cashier.,He used a coupon.,cause,-1.221820592880249,1.1949527263641357,2,2.4167733192443848,1.221820592880249
"Consider the following example: ‘‘‘The man had an attack of conscience.’’’ Choice 1: He manipulated his friend. Choice 2: He admitted his indiscretion. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man had an attack of conscience.,He manipulated his friend.,He admitted his indiscretion.,effect,2.162670135498047,-2.9739990234375,2,5.136669158935547,2.9739990234375
"Consider the following example: ‘‘‘The man held his breath.’’’ Choice 1: He went underwater. Choice 2: He treaded water. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man held his breath.,He went underwater.,He treaded water.,cause,1.0257279872894287,-1.5898478031158447,1,2.6155757904052734,1.5898478031158447
"Consider the following example: ‘‘‘The man read the cartoon in the newspaper.’’’ Choice 1: He sipped coffee. Choice 2: He chuckled. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man read the cartoon in the newspaper.,He sipped coffee.,He chuckled.,effect,0.014717821031808853,-0.23677487671375275,2,0.2514926977455616,0.23677487671375275
"Consider the following example: ‘‘‘The man revealed personal information to the therapist.’’’ Choice 1: He trusted the therapist. Choice 2: He disagreed with the therapist. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man revealed personal information to the therapist.,He trusted the therapist.,He disagreed with the therapist.,cause,-2.145451068878174,2.8886001110076904,1,5.034051179885864,2.8886001110076904
"Consider the following example: ‘‘‘The man threw his empty can onto the street.’’’ Choice 1: He was jumped from behind. Choice 2: He was fined for littering. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man threw his empty can onto the street.,He was jumped from behind.,He was fined for littering.,effect,1.0769193172454834,-1.5839848518371582,2,2.6609041690826416,1.5839848518371582
"Consider the following example: ‘‘‘The man threw out the bread.’’’ Choice 1: It was fresh. Choice 2: It was stale. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man threw out the bread.,It was fresh.,It was stale.,cause,-1.134530782699585,1.981640338897705,2,3.11617112159729,1.981640338897705
"Consider the following example: ‘‘‘The man took a shower.’’’ Choice 1: He was sweaty from working out. Choice 2: He opened a new bar of soap. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man took a shower.,He was sweaty from working out.,He opened a new bar of soap.,cause,0.48230603337287903,-1.0673887729644775,1,1.5496948063373566,1.0673887729644775
"Consider the following example: ‘‘‘The man turned on the faucet.’’’ Choice 1: The toilet filled with water. Choice 2: Water flowed from the spout. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man turned on the faucet.,The toilet filled with water.,Water flowed from the spout.,effect,2.738339900970459,-3.456350803375244,2,6.194690704345703,3.456350803375244
"Consider the following example: ‘‘‘The man urgently leaped out of bed.’’’ Choice 1: He wanted to shut off the alarm clock. Choice 2: He wanted to iron his pants before work. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man urgently leaped out of bed.,He wanted to shut off the alarm clock.,He wanted to iron his pants before work.,cause,-0.09941758960485458,0.08422145247459412,1,0.1836390420794487,0.09941758960485458
"Consider the following example: ‘‘‘The man wanted to get revenge on his enemy.’’’ Choice 1: The man framed his enemy for a crime. Choice 2: The man declared a truce with his enemy. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man wanted to get revenge on his enemy.,The man framed his enemy for a crime.,The man declared a truce with his enemy.,effect,1.3300106525421143,-2.207284450531006,1,3.53729510307312,2.207284450531006
"Consider the following example: ‘‘‘The man was lost.’’’ Choice 1: He asked for directions. Choice 2: He drew a map. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man was lost.,He asked for directions.,He drew a map.,effect,-0.7996902465820312,0.8519986867904663,1,1.6516889333724976,0.8519986867904663
"Consider the following example: ‘‘‘The man went away for the weekend.’’’ Choice 1: He wanted to relax. Choice 2: He felt content. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man went away for the weekend.,He wanted to relax.,He felt content.,cause,0.6468750238418579,-0.6703639626502991,1,1.317238986492157,0.6703639626502991
"Consider the following example: ‘‘‘The man went into denial about the tragedy.’’’ Choice 1: He got over it easily. Choice 2: He refused to talk about it. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man went into denial about the tragedy.,He got over it easily.,He refused to talk about it.,effect,-1.4170820713043213,1.6148905754089355,2,3.031972646713257,1.6148905754089355
"Consider the following example: ‘‘‘The man woke up with a toothache.’’’ Choice 1: He missed an appointment with the dentist. Choice 2: He made an appointment with the dentist. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man woke up with a toothache.,He missed an appointment with the dentist.,He made an appointment with the dentist.,effect,1.4059348106384277,-1.9276797771453857,2,3.3336145877838135,1.9276797771453857
"Consider the following example: ‘‘‘The man won the lottery.’’’ Choice 1: He became rich. Choice 2: He owed money. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man won the lottery.,He became rich.,He owed money.,effect,-0.9494202136993408,1.450447916984558,1,2.399868130683899,1.450447916984558
"Consider the following example: ‘‘‘The man's clothes fit loosely.’’’ Choice 1: He bought them on sale. Choice 2: He lost weight. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man's clothes fit loosely.,He bought them on sale.,He lost weight.,cause,-0.16166451573371887,0.13103803992271423,2,0.2927025556564331,0.16166451573371887
"Consider the following example: ‘‘‘The man's pocket jingled as he walked.’’’ Choice 1: His pocket was filled with coins. Choice 2: He sewed the hole in his pocket. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The man's pocket jingled as he walked.,His pocket was filled with coins.,He sewed the hole in his pocket.,cause,-0.1708793044090271,0.15070360898971558,1,0.3215829133987427,0.1708793044090271
"Consider the following example: ‘‘‘The man's watch was broken.’’’ Choice 1: He waited at the bus stop. Choice 2: He asked a stranger for the time. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The man's watch was broken.,He waited at the bus stop.,He asked a stranger for the time.,effect,-0.3641837239265442,0.4911491274833679,2,0.8553328514099121,0.4911491274833679
"Consider the following example: ‘‘‘The milk stayed cold.’’’ Choice 1: It was pasteurized. Choice 2: I stored it in the refrigerator. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The milk stayed cold.,It was pasteurized.,I stored it in the refrigerator.,cause,0.7972937822341919,-1.543555498123169,2,2.340849280357361,1.543555498123169
"Consider the following example: ‘‘‘The mother called an ambulance.’’’ Choice 1: Her son lost his cat. Choice 2: Her son fell out of his bed. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The mother called an ambulance.,Her son lost his cat.,Her son fell out of his bed.,cause,0.6005976796150208,-0.2927495837211609,2,0.8933472633361816,0.6005976796150208
"Consider the following example: ‘‘‘The mother scolded her daughter.’’’ Choice 1: Her daughter burped at the kitchen table. Choice 2: Her daughter set the kitchen table. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The mother scolded her daughter.,Her daughter burped at the kitchen table.,Her daughter set the kitchen table.,cause,1.2816650867462158,-1.6668869256973267,1,2.9485520124435425,1.6668869256973267
"Consider the following example: ‘‘‘The mother suspected that her son was lying.’’’ Choice 1: He refused to talk to her. Choice 2: He avoided making eye contact with her. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The mother suspected that her son was lying.,He refused to talk to her.,He avoided making eye contact with her.,cause,1.4549134969711304,-1.1393616199493408,2,2.594275116920471,1.4549134969711304
"Consider the following example: ‘‘‘The motorcyclist twisted the throttle.’’’ Choice 1: The motorcycle coasted to a halt. Choice 2: The motorcycle shot forward. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The motorcyclist twisted the throttle.,The motorcycle coasted to a halt.,The motorcycle shot forward.,effect,-1.0002683401107788,1.0623605251312256,2,2.0626288652420044,1.0623605251312256
"Consider the following example: ‘‘‘The ocean tide was dangerous.’’’ Choice 1: The swimmers put on more sunscreen. Choice 2: The swimmers returned towards the shore. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The ocean tide was dangerous.,The swimmers put on more sunscreen.,The swimmers returned towards the shore.,effect,-0.5495521426200867,0.2824167013168335,2,0.8319688439369202,0.5495521426200867
"Consider the following example: ‘‘‘The offender violated parole.’’’ Choice 1: She was sent back to jail. Choice 2: She stole money from a church. Q: Which one is more likely to be the effect, choice 1 or choice 2?",The offender violated parole.,She was sent back to jail.,She stole money from a church.,effect,0.8333508968353271,-1.1803137063980103,1,2.0136646032333374,1.1803137063980103
"Consider the following example: ‘‘‘The pair of students came under scrutiny by the teacher.’’’ Choice 1: The students both received excellent grades. Choice 2: Their responses on the assignment were identical. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The pair of students came under scrutiny by the teacher.,The students both received excellent grades.,Their responses on the assignment were identical.,cause,-0.18201090395450592,0.24570763111114502,2,0.42771853506565094,0.24570763111114502
"Consider the following example: ‘‘‘The parents left their children with a babysitter.’’’ Choice 1: Their youngest child started attending preschool. Choice 2: They made plans to celebrate their anniversary. Q: Which one is more likely to be the cause, choice 1 or choice 2?",The parents left their children with a babysitter.,Their youngest child started attending preschool.,They made plans to celebrate their anniversary.,cause,-0.2874898314476013,0.5556864738464355,2,0.8431763052940369,0.5556864738464355
