dataset,position,layer,method,seed,acc
copa,last,20,GCC-1,,0.484
copa,last,22,GCC-1,,0.492
copa,last,24,GCC-1,,0.488
copa,last,8,CCS,0.0,0.48
copa,last,8,CCS,1.0,0.476
copa,last,8,CCS,2.0,0.48
copa,last,8,CCS,3.0,0.476
copa,last,8,CCS,4.0,0.48
copa,last,10,CCS,0.0,0.48
copa,last,10,CCS,1.0,0.472
copa,last,10,CCS,2.0,0.484
copa,last,10,CCS,3.0,0.48
copa,last,10,CCS,4.0,0.496
copa,last,12,CCS,0.0,0.508
copa,last,12,CCS,1.0,0.48
copa,last,12,CCS,2.0,0.52
copa,last,12,CCS,3.0,0.48
copa,last,12,CCS,4.0,0.512
copa,last,14,CCS,0.0,0.548
copa,last,14,CCS,1.0,0.48
copa,last,14,CCS,2.0,0.48
copa,last,14,CCS,3.0,0.476
copa,last,14,CCS,4.0,0.48
copa,last,15,CCS,0.0,0.48
copa,last,15,CCS,1.0,0.48
copa,last,15,CCS,2.0,0.48
copa,last,15,CCS,3.0,0.48
copa,last,15,CCS,4.0,0.48
copa,last,16,CCS,0.0,0.48
copa,last,16,CCS,1.0,0.48
copa,last,16,CCS,2.0,0.48
copa,last,16,CCS,3.0,0.48
copa,last,16,CCS,4.0,0.5
copa,last,17,CCS,0.0,0.568
copa,last,17,CCS,1.0,0.48
copa,last,17,CCS,2.0,0.48
copa,last,17,CCS,3.0,0.48
copa,last,17,CCS,4.0,0.516
copa,last,18,CCS,0.0,0.48
copa,last,18,CCS,1.0,0.48
copa,last,18,CCS,2.0,0.48
copa,last,18,CCS,3.0,0.48
copa,last,18,CCS,4.0,0.48
copa,last,20,CCS,0.0,0.48
copa,last,20,CCS,1.0,0.48
copa,last,20,CCS,2.0,0.48
copa,last,20,CCS,3.0,0.572
copa,last,20,CCS,4.0,0.484
copa,last,22,CCS,0.0,0.48
copa,last,22,CCS,1.0,0.48
copa,last,22,CCS,2.0,0.5
copa,last,22,CCS,3.0,0.492
copa,last,22,CCS,4.0,0.5
copa,last,24,CCS,0.0,0.48
copa,last,24,CCS,1.0,0.48
copa,last,24,CCS,2.0,0.532
copa,last,24,CCS,3.0,0.492
copa,last,24,CCS,4.0,0.496
ent_bank,second_to_last,8,logistic,,0.858
ent_bank,second_to_last,10,logistic,,0.902
ent_bank,second_to_last,12,logistic,,0.952
ent_bank,second_to_last,14,logistic,,0.964
ent_bank,second_to_last,15,logistic,,0.96
ent_bank,second_to_last,16,logistic,,0.96
ent_bank,second_to_last,17,logistic,,0.962
ent_bank,second_to_last,18,logistic,,0.96
ent_bank,second_to_last,20,logistic,,0.956
ent_bank,second_to_last,22,logistic,,0.95
ent_bank,second_to_last,24,logistic,,0.95
ent_bank,second_to_last,8,tcPCA-1,,0.542
ent_bank,second_to_last,10,tcPCA-1,,0.552
ent_bank,second_to_last,12,tcPCA-1,,0.824
ent_bank,second_to_last,14,tcPCA-1,,0.84
ent_bank,second_to_last,15,tcPCA-1,,0.858
ent_bank,second_to_last,16,tcPCA-1,,0.854
ent_bank,second_to_last,17,tcPCA-1,,0.836
ent_bank,second_to_last,18,tcPCA-1,,0.822
ent_bank,second_to_last,20,tcPCA-1,,0.828
ent_bank,second_to_last,22,tcPCA-1,,0.788
ent_bank,second_to_last,24,tcPCA-1,,0.774
ent_bank,second_to_last,8,GCC-1,,0.538
ent_bank,second_to_last,10,GCC-1,,0.538
ent_bank,second_to_last,12,GCC-1,,0.712
ent_bank,second_to_last,14,GCC-1,,0.754
ent_bank,second_to_last,15,GCC-1,,0.818
ent_bank,second_to_last,16,GCC-1,,0.84
ent_bank,second_to_last,17,GCC-1,,0.852
ent_bank,second_to_last,18,GCC-1,,0.858
ent_bank,second_to_last,20,GCC-1,,0.842
ent_bank,second_to_last,22,GCC-1,,0.762
ent_bank,second_to_last,24,GCC-1,,0.698
ent_bank,second_to_last,8,CCS,0.0,0.512
ent_bank,second_to_last,8,CCS,1.0,0.524
ent_bank,second_to_last,8,CCS,2.0,0.524
ent_bank,second_to_last,8,CCS,3.0,0.516
ent_bank,second_to_last,8,CCS,4.0,0.53
ent_bank,second_to_last,10,CCS,0.0,0.544
ent_bank,second_to_last,10,CCS,1.0,0.52
ent_bank,second_to_last,10,CCS,2.0,0.534
ent_bank,second_to_last,10,CCS,3.0,0.546
ent_bank,second_to_last,10,CCS,4.0,0.534
ent_bank,second_to_last,12,CCS,0.0,0.828
ent_bank,second_to_last,12,CCS,1.0,0.84
ent_bank,second_to_last,12,CCS,2.0,0.83
ent_bank,second_to_last,12,CCS,3.0,0.836
ent_bank,second_to_last,12,CCS,4.0,0.83
ent_bank,second_to_last,14,CCS,0.0,0.856
ent_bank,second_to_last,14,CCS,1.0,0.884
ent_bank,second_to_last,14,CCS,2.0,0.892
ent_bank,second_to_last,14,CCS,3.0,0.884
ent_bank,second_to_last,14,CCS,4.0,0.866
ent_bank,second_to_last,15,CCS,0.0,0.868
ent_bank,second_to_last,15,CCS,1.0,0.802
ent_bank,second_to_last,15,CCS,2.0,0.868
ent_bank,second_to_last,15,CCS,3.0,0.87
ent_bank,second_to_last,15,CCS,4.0,0.864
ent_bank,second_to_last,16,CCS,0.0,0.904
ent_bank,second_to_last,16,CCS,1.0,0.85
ent_bank,second_to_last,16,CCS,2.0,0.646
ent_bank,second_to_last,16,CCS,3.0,0.868
ent_bank,second_to_last,16,CCS,4.0,0.796
ent_bank,second_to_last,17,CCS,0.0,0.88
ent_bank,second_to_last,17,CCS,1.0,0.776
ent_bank,second_to_last,17,CCS,2.0,0.778
ent_bank,second_to_last,17,CCS,3.0,0.864
ent_bank,second_to_last,17,CCS,4.0,0.818
ent_bank,second_to_last,18,CCS,0.0,0.874
ent_bank,second_to_last,18,CCS,1.0,0.718
ent_bank,second_to_last,18,CCS,2.0,0.812
ent_bank,second_to_last,18,CCS,3.0,0.834
ent_bank,second_to_last,18,CCS,4.0,0.876
ent_bank,second_to_last,20,CCS,0.0,0.872
ent_bank,second_to_last,20,CCS,1.0,0.88
ent_bank,second_to_last,20,CCS,2.0,0.822
ent_bank,second_to_last,20,CCS,3.0,0.828
ent_bank,second_to_last,20,CCS,4.0,0.822
ent_bank,second_to_last,22,CCS,0.0,0.766
ent_bank,second_to_last,22,CCS,1.0,0.718
ent_bank,second_to_last,22,CCS,2.0,0.79
ent_bank,second_to_last,22,CCS,3.0,0.802
ent_bank,second_to_last,22,CCS,4.0,0.802
ent_bank,second_to_last,24,CCS,0.0,0.72
ent_bank,second_to_last,24,CCS,1.0,0.874
ent_bank,second_to_last,24,CCS,2.0,0.784
ent_bank,second_to_last,24,CCS,3.0,0.792
ent_bank,second_to_last,24,CCS,4.0,0.784
ent_bank,last,8,logistic,,0.916
ent_bank,last,10,logistic,,0.956
ent_bank,last,12,logistic,,0.978
ent_bank,last,14,logistic,,0.968
ent_bank,last,15,logistic,,0.97
ent_bank,last,16,logistic,,0.97
ent_bank,last,17,logistic,,0.97
ent_bank,last,18,logistic,,0.97
ent_bank,last,20,logistic,,0.96
ent_bank,last,22,logistic,,0.958
ent_bank,last,24,logistic,,0.952
ent_bank,last,8,tcPCA-1,,0.478
ent_bank,last,10,tcPCA-1,,0.59
ent_bank,last,12,tcPCA-1,,0.902
ent_bank,last,14,tcPCA-1,,0.906
ent_bank,last,15,tcPCA-1,,0.9
ent_bank,last,16,tcPCA-1,,0.902
ent_bank,last,17,tcPCA-1,,0.866
ent_bank,last,18,tcPCA-1,,0.836
ent_bank,last,20,tcPCA-1,,0.846
ent_bank,last,22,tcPCA-1,,0.792
ent_bank,last,24,tcPCA-1,,0.76
ent_bank,last,8,GCC-1,,0.478
ent_bank,last,10,GCC-1,,0.578
ent_bank,last,12,GCC-1,,0.808
ent_bank,last,14,GCC-1,,0.886
ent_bank,last,15,GCC-1,,0.892
ent_bank,last,16,GCC-1,,0.926
ent_bank,last,17,GCC-1,,0.93
ent_bank,last,18,GCC-1,,0.892
ent_bank,last,20,GCC-1,,0.888
ent_bank,last,22,GCC-1,,0.85
ent_bank,last,24,GCC-1,,0.792
ent_bank,last,8,CCS,0.0,0.47
ent_bank,last,8,CCS,1.0,0.476
ent_bank,last,8,CCS,2.0,0.476
ent_bank,last,8,CCS,3.0,0.484
ent_bank,last,8,CCS,4.0,0.594
ent_bank,last,10,CCS,0.0,0.502
ent_bank,last,10,CCS,1.0,0.502
ent_bank,last,10,CCS,2.0,0.502
ent_bank,last,10,CCS,3.0,0.502
ent_bank,last,10,CCS,4.0,0.502
ent_bank,last,12,CCS,0.0,0.502
ent_bank,last,12,CCS,1.0,0.95
ent_bank,last,12,CCS,2.0,0.958
ent_bank,last,12,CCS,3.0,0.936
ent_bank,last,12,CCS,4.0,0.502
ent_bank,last,14,CCS,0.0,0.93
ent_bank,last,14,CCS,1.0,0.954
ent_bank,last,14,CCS,2.0,0.876
ent_bank,last,14,CCS,3.0,0.948
ent_bank,last,14,CCS,4.0,0.502
ent_bank,last,15,CCS,0.0,0.502
ent_bank,last,15,CCS,1.0,0.95
ent_bank,last,15,CCS,2.0,0.948
ent_bank,last,15,CCS,3.0,0.502
ent_bank,last,15,CCS,4.0,0.948
ent_bank,last,16,CCS,0.0,0.5
ent_bank,last,16,CCS,1.0,0.5
ent_bank,last,16,CCS,2.0,0.692
ent_bank,last,16,CCS,3.0,0.85
ent_bank,last,16,CCS,4.0,0.5
ent_bank,last,17,CCS,0.0,0.5
ent_bank,last,17,CCS,1.0,0.502
ent_bank,last,17,CCS,2.0,0.5
ent_bank,last,17,CCS,3.0,0.502
ent_bank,last,17,CCS,4.0,0.5
ent_bank,last,18,CCS,0.0,0.906
ent_bank,last,18,CCS,1.0,0.5
ent_bank,last,18,CCS,2.0,0.9
ent_bank,last,18,CCS,3.0,0.502
ent_bank,last,18,CCS,4.0,0.78
ent_bank,last,20,CCS,0.0,0.872
ent_bank,last,20,CCS,1.0,0.692
ent_bank,last,20,CCS,2.0,0.546
ent_bank,last,20,CCS,3.0,0.506
ent_bank,last,20,CCS,4.0,0.504
ent_bank,last,22,CCS,0.0,0.944
ent_bank,last,22,CCS,1.0,0.692
ent_bank,last,22,CCS,2.0,0.502
ent_bank,last,22,CCS,3.0,0.684
ent_bank,last,22,CCS,4.0,0.796
ent_bank,last,24,CCS,0.0,0.698
ent_bank,last,24,CCS,1.0,0.754
ent_bank,last,24,CCS,2.0,0.522
ent_bank,last,24,CCS,3.0,0.658
ent_bank,last,24,CCS,4.0,0.736
imdb,second_to_last,8,logistic,,0.924
imdb,second_to_last,10,logistic,,0.95
imdb,second_to_last,12,logistic,,0.958
imdb,second_to_last,14,logistic,,0.946
imdb,second_to_last,15,logistic,,0.952
imdb,second_to_last,16,logistic,,0.952
imdb,second_to_last,17,logistic,,0.95
imdb,second_to_last,18,logistic,,0.946
imdb,second_to_last,20,logistic,,0.946
imdb,second_to_last,22,logistic,,0.944
imdb,second_to_last,24,logistic,,0.944
imdb,second_to_last,8,tcPCA-1,,0.85
imdb,second_to_last,10,tcPCA-1,,0.922
imdb,second_to_last,12,tcPCA-1,,0.928
imdb,second_to_last,14,tcPCA-1,,0.94
imdb,second_to_last,15,tcPCA-1,,0.938
imdb,second_to_last,16,tcPCA-1,,0.938
imdb,second_to_last,17,tcPCA-1,,0.934
imdb,second_to_last,18,tcPCA-1,,0.934
imdb,second_to_last,20,tcPCA-1,,0.938
imdb,second_to_last,22,tcPCA-1,,0.94
imdb,second_to_last,24,tcPCA-1,,0.938
imdb,second_to_last,8,GCC-1,,0.868
imdb,second_to_last,10,GCC-1,,0.93
imdb,second_to_last,12,GCC-1,,0.934
imdb,second_to_last,14,GCC-1,,0.942
imdb,second_to_last,15,GCC-1,,0.938
imdb,second_to_last,16,GCC-1,,0.936
imdb,second_to_last,17,GCC-1,,0.942
imdb,second_to_last,18,GCC-1,,0.934
imdb,second_to_last,20,GCC-1,,0.926
imdb,second_to_last,22,GCC-1,,0.93
imdb,second_to_last,24,GCC-1,,0.932
imdb,second_to_last,8,CCS,0.0,0.852
imdb,second_to_last,8,CCS,1.0,0.848
imdb,second_to_last,8,CCS,2.0,0.844
imdb,second_to_last,8,CCS,3.0,0.864
imdb,second_to_last,8,CCS,4.0,0.846
imdb,second_to_last,10,CCS,0.0,0.932
imdb,second_to_last,10,CCS,1.0,0.922
imdb,second_to_last,10,CCS,2.0,0.938
imdb,second_to_last,10,CCS,3.0,0.93
imdb,second_to_last,10,CCS,4.0,0.936
imdb,second_to_last,12,CCS,0.0,0.942
imdb,second_to_last,12,CCS,1.0,0.942
imdb,second_to_last,12,CCS,2.0,0.94
imdb,second_to_last,12,CCS,3.0,0.94
imdb,second_to_last,12,CCS,4.0,0.946
imdb,second_to_last,14,CCS,0.0,0.942
imdb,second_to_last,14,CCS,1.0,0.944
imdb,second_to_last,14,CCS,2.0,0.944
imdb,second_to_last,14,CCS,3.0,0.938
imdb,second_to_last,14,CCS,4.0,0.946
imdb,second_to_last,15,CCS,0.0,0.936
imdb,second_to_last,15,CCS,1.0,0.94
imdb,second_to_last,15,CCS,2.0,0.942
imdb,second_to_last,15,CCS,3.0,0.938
imdb,second_to_last,15,CCS,4.0,0.94
imdb,second_to_last,16,CCS,0.0,0.938
imdb,second_to_last,16,CCS,1.0,0.942
imdb,second_to_last,16,CCS,2.0,0.946
imdb,second_to_last,16,CCS,3.0,0.946
imdb,second_to_last,16,CCS,4.0,0.94
imdb,second_to_last,17,CCS,0.0,0.938
imdb,second_to_last,17,CCS,1.0,0.944
imdb,second_to_last,17,CCS,2.0,0.948
imdb,second_to_last,17,CCS,3.0,0.942
imdb,second_to_last,17,CCS,4.0,0.936
imdb,second_to_last,18,CCS,0.0,0.936
imdb,second_to_last,18,CCS,1.0,0.936
imdb,second_to_last,18,CCS,2.0,0.938
imdb,second_to_last,18,CCS,3.0,0.938
imdb,second_to_last,18,CCS,4.0,0.936
imdb,second_to_last,20,CCS,0.0,0.932
imdb,second_to_last,20,CCS,1.0,0.936
imdb,second_to_last,20,CCS,2.0,0.936
imdb,second_to_last,20,CCS,3.0,0.938
imdb,second_to_last,20,CCS,4.0,0.93
imdb,second_to_last,22,CCS,0.0,0.938
imdb,second_to_last,22,CCS,1.0,0.938
imdb,second_to_last,22,CCS,2.0,0.936
imdb,second_to_last,22,CCS,3.0,0.93
imdb,second_to_last,22,CCS,4.0,0.932
imdb,second_to_last,24,CCS,0.0,0.934
imdb,second_to_last,24,CCS,1.0,0.938
imdb,second_to_last,24,CCS,2.0,0.934
imdb,second_to_last,24,CCS,3.0,0.934
imdb,second_to_last,24,CCS,4.0,0.928
imdb,last,8,logistic,,0.898
imdb,last,10,logistic,,0.924
imdb,last,12,logistic,,0.934
imdb,last,14,logistic,,0.942
imdb,last,15,logistic,,0.936
imdb,last,16,logistic,,0.936
imdb,last,17,logistic,,0.94
imdb,last,18,logistic,,0.936
imdb,last,20,logistic,,0.936
imdb,last,22,logistic,,0.936
imdb,last,24,logistic,,0.936
imdb,last,8,tcPCA-1,,0.844
imdb,last,10,tcPCA-1,,0.906
imdb,last,12,tcPCA-1,,0.924
imdb,last,14,tcPCA-1,,0.924
imdb,last,15,tcPCA-1,,0.924
imdb,last,16,tcPCA-1,,0.924
imdb,last,17,tcPCA-1,,0.924
imdb,last,18,tcPCA-1,,0.926
imdb,last,20,tcPCA-1,,0.926
imdb,last,22,tcPCA-1,,0.926
imdb,last,24,tcPCA-1,,0.918
imdb,last,8,GCC-1,,0.83
imdb,last,10,GCC-1,,0.906
imdb,last,12,GCC-1,,0.914
imdb,last,14,GCC-1,,0.932
imdb,last,15,GCC-1,,0.928
imdb,last,16,GCC-1,,0.928
imdb,last,17,GCC-1,,0.932
imdb,last,18,GCC-1,,0.928
imdb,last,20,GCC-1,,0.932
imdb,last,22,GCC-1,,0.93
imdb,last,24,GCC-1,,0.934
imdb,last,8,CCS,0.0,0.866
imdb,last,8,CCS,1.0,0.836
imdb,last,8,CCS,2.0,0.804
imdb,last,8,CCS,3.0,0.834
imdb,last,8,CCS,4.0,0.806
imdb,last,10,CCS,0.0,0.924
imdb,last,10,CCS,1.0,0.924
imdb,last,10,CCS,2.0,0.898
imdb,last,10,CCS,3.0,0.906
imdb,last,10,CCS,4.0,0.894
imdb,last,12,CCS,0.0,0.908
imdb,last,12,CCS,1.0,0.91
imdb,last,12,CCS,2.0,0.92
imdb,last,12,CCS,3.0,0.924
imdb,last,12,CCS,4.0,0.908
imdb,last,14,CCS,0.0,0.924
imdb,last,14,CCS,1.0,0.918
imdb,last,14,CCS,2.0,0.92
imdb,last,14,CCS,3.0,0.92
imdb,last,14,CCS,4.0,0.918
imdb,last,15,CCS,0.0,0.92
imdb,last,15,CCS,1.0,0.918
imdb,last,15,CCS,2.0,0.916
imdb,last,15,CCS,3.0,0.924
imdb,last,15,CCS,4.0,0.92
imdb,last,16,CCS,0.0,0.926
imdb,last,16,CCS,1.0,0.928
imdb,last,16,CCS,2.0,0.934
imdb,last,16,CCS,3.0,0.93
imdb,last,16,CCS,4.0,0.918
imdb,last,17,CCS,0.0,0.932
imdb,last,17,CCS,1.0,0.924
imdb,last,17,CCS,2.0,0.928
imdb,last,17,CCS,3.0,0.93
imdb,last,17,CCS,4.0,0.924
imdb,last,18,CCS,0.0,0.926
imdb,last,18,CCS,1.0,0.898
imdb,last,18,CCS,2.0,0.93
imdb,last,18,CCS,3.0,0.934
imdb,last,18,CCS,4.0,0.93
imdb,last,20,CCS,0.0,0.934
imdb,last,20,CCS,1.0,0.928
imdb,last,20,CCS,2.0,0.924
imdb,last,20,CCS,3.0,0.938
imdb,last,20,CCS,4.0,0.924
imdb,last,22,CCS,0.0,0.926
imdb,last,22,CCS,1.0,0.93
imdb,last,22,CCS,2.0,0.934
imdb,last,22,CCS,3.0,0.928
imdb,last,22,CCS,4.0,0.826
imdb,last,24,CCS,0.0,0.932
imdb,last,24,CCS,1.0,0.928
imdb,last,24,CCS,2.0,0.91
imdb,last,24,CCS,3.0,0.932
imdb,last,24,CCS,4.0,0.928
rte,second_to_last,8,logistic,,0.65
rte,second_to_last,10,logistic,,0.702
rte,second_to_last,12,logistic,,0.778
rte,second_to_last,14,logistic,,0.816
rte,second_to_last,15,logistic,,0.812
rte,second_to_last,16,logistic,,0.796
rte,second_to_last,17,logistic,,0.806
rte,second_to_last,18,logistic,,0.794
rte,second_to_last,20,logistic,,0.786
rte,second_to_last,22,logistic,,0.788
rte,second_to_last,24,logistic,,0.78
rte,second_to_last,8,tcPCA-1,,0.5
rte,second_to_last,10,tcPCA-1,,0.5
rte,second_to_last,12,tcPCA-1,,0.51
rte,second_to_last,14,tcPCA-1,,0.476
rte,second_to_last,15,tcPCA-1,,0.544
rte,second_to_last,16,tcPCA-1,,0.546
rte,second_to_last,17,tcPCA-1,,0.532
rte,second_to_last,18,tcPCA-1,,0.48
rte,second_to_last,20,tcPCA-1,,0.578
rte,second_to_last,22,tcPCA-1,,0.578
rte,second_to_last,24,tcPCA-1,,0.586
rte,second_to_last,8,GCC-1,,0.506
rte,second_to_last,10,GCC-1,,0.506
rte,second_to_last,12,GCC-1,,0.502
rte,second_to_last,14,GCC-1,,0.486
rte,second_to_last,15,GCC-1,,0.484
rte,second_to_last,16,GCC-1,,0.484
rte,second_to_last,17,GCC-1,,0.512
rte,second_to_last,18,GCC-1,,0.582
rte,second_to_last,20,GCC-1,,0.586
rte,second_to_last,22,GCC-1,,0.58
rte,second_to_last,24,GCC-1,,0.582
rte,second_to_last,8,CCS,0.0,0.5
rte,second_to_last,8,CCS,1.0,0.49
rte,second_to_last,8,CCS,2.0,0.51
rte,second_to_last,8,CCS,3.0,0.514
rte,second_to_last,8,CCS,4.0,0.49
rte,second_to_last,10,CCS,0.0,0.488
rte,second_to_last,10,CCS,1.0,0.494
rte,second_to_last,10,CCS,2.0,0.474
rte,second_to_last,10,CCS,3.0,0.51
rte,second_to_last,10,CCS,4.0,0.492
rte,second_to_last,12,CCS,0.0,0.514
rte,second_to_last,12,CCS,1.0,0.49
rte,second_to_last,12,CCS,2.0,0.522
rte,second_to_last,12,CCS,3.0,0.488
rte,second_to_last,12,CCS,4.0,0.502
rte,second_to_last,14,CCS,0.0,0.512
rte,second_to_last,14,CCS,1.0,0.502
rte,second_to_last,14,CCS,2.0,0.48
rte,second_to_last,14,CCS,3.0,0.546
rte,second_to_last,14,CCS,4.0,0.508
rte,second_to_last,15,CCS,0.0,0.522
rte,second_to_last,15,CCS,1.0,0.518
rte,second_to_last,15,CCS,2.0,0.516
rte,second_to_last,15,CCS,3.0,0.542
rte,second_to_last,15,CCS,4.0,0.554
rte,second_to_last,16,CCS,0.0,0.63
rte,second_to_last,16,CCS,1.0,0.534
rte,second_to_last,16,CCS,2.0,0.51
rte,second_to_last,16,CCS,3.0,0.606
rte,second_to_last,16,CCS,4.0,0.618
rte,second_to_last,17,CCS,0.0,0.548
rte,second_to_last,17,CCS,1.0,0.506
rte,second_to_last,17,CCS,2.0,0.52
rte,second_to_last,17,CCS,3.0,0.598
rte,second_to_last,17,CCS,4.0,0.528
rte,second_to_last,18,CCS,0.0,0.632
rte,second_to_last,18,CCS,1.0,0.516
rte,second_to_last,18,CCS,2.0,0.538
rte,second_to_last,18,CCS,3.0,0.624
rte,second_to_last,18,CCS,4.0,0.536
rte,second_to_last,20,CCS,0.0,0.612
rte,second_to_last,20,CCS,1.0,0.596
rte,second_to_last,20,CCS,2.0,0.61
rte,second_to_last,20,CCS,3.0,0.608
rte,second_to_last,20,CCS,4.0,0.632
rte,second_to_last,22,CCS,0.0,0.486
rte,second_to_last,22,CCS,1.0,0.612
rte,second_to_last,22,CCS,2.0,0.626
rte,second_to_last,22,CCS,3.0,0.586
rte,second_to_last,22,CCS,4.0,0.576
rte,second_to_last,24,CCS,0.0,0.524
rte,second_to_last,24,CCS,1.0,0.614
rte,second_to_last,24,CCS,2.0,0.58
rte,second_to_last,24,CCS,3.0,0.59
rte,second_to_last,24,CCS,4.0,0.638
rte,last,8,logistic,,0.646
rte,last,10,logistic,,0.722
rte,last,12,logistic,,0.784
rte,last,14,logistic,,0.806
rte,last,15,logistic,,0.806
rte,last,16,logistic,,0.806
rte,last,17,logistic,,0.802
rte,last,18,logistic,,0.81
rte,last,20,logistic,,0.798
rte,last,22,logistic,,0.784
rte,last,24,logistic,,0.752
rte,last,8,tcPCA-1,,0.508
rte,last,10,tcPCA-1,,0.49
rte,last,12,tcPCA-1,,0.49
rte,last,14,tcPCA-1,,0.52
rte,last,15,tcPCA-1,,0.52
rte,last,16,tcPCA-1,,0.494
rte,last,17,tcPCA-1,,0.49
rte,last,18,tcPCA-1,,0.474
rte,last,20,tcPCA-1,,0.488
rte,last,22,tcPCA-1,,0.532
rte,last,24,tcPCA-1,,0.536
rte,last,8,GCC-1,,0.5
rte,last,10,GCC-1,,0.512
rte,last,12,GCC-1,,0.52
rte,last,14,GCC-1,,0.528
rte,last,15,GCC-1,,0.516
rte,last,16,GCC-1,,0.514
rte,last,17,GCC-1,,0.53
rte,last,18,GCC-1,,0.542
rte,last,20,GCC-1,,0.538
rte,last,22,GCC-1,,0.532
rte,last,24,GCC-1,,0.52
rte,last,8,CCS,0.0,0.518
rte,last,8,CCS,1.0,0.498
rte,last,8,CCS,2.0,0.5
rte,last,8,CCS,3.0,0.508
rte,last,8,CCS,4.0,0.5
rte,last,10,CCS,0.0,0.48
rte,last,10,CCS,1.0,0.478
rte,last,10,CCS,2.0,0.492
rte,last,10,CCS,3.0,0.484
rte,last,10,CCS,4.0,0.508
rte,last,12,CCS,0.0,0.478
rte,last,12,CCS,1.0,0.484
rte,last,12,CCS,2.0,0.486
rte,last,12,CCS,3.0,0.472
rte,last,12,CCS,4.0,0.662
rte,last,14,CCS,0.0,0.496
rte,last,14,CCS,1.0,0.476
rte,last,14,CCS,2.0,0.512
rte,last,14,CCS,3.0,0.482
rte,last,14,CCS,4.0,0.46
rte,last,15,CCS,0.0,0.494
rte,last,15,CCS,1.0,0.564
rte,last,15,CCS,2.0,0.51
rte,last,15,CCS,3.0,0.51
rte,last,15,CCS,4.0,0.488
rte,last,16,CCS,0.0,0.496
rte,last,16,CCS,1.0,0.548
rte,last,16,CCS,2.0,0.498
rte,last,16,CCS,3.0,0.532
rte,last,16,CCS,4.0,0.492
rte,last,17,CCS,0.0,0.566
rte,last,17,CCS,1.0,0.502
rte,last,17,CCS,2.0,0.49
rte,last,17,CCS,3.0,0.584
rte,last,17,CCS,4.0,0.51
rte,last,18,CCS,0.0,0.438
rte,last,18,CCS,1.0,0.526
rte,last,18,CCS,2.0,0.464
rte,last,18,CCS,3.0,0.586
rte,last,18,CCS,4.0,0.53
rte,last,20,CCS,0.0,0.516
rte,last,20,CCS,1.0,0.522
rte,last,20,CCS,2.0,0.588
rte,last,20,CCS,3.0,0.51
rte,last,20,CCS,4.0,0.486
rte,last,22,CCS,0.0,0.496
rte,last,22,CCS,1.0,0.648
rte,last,22,CCS,2.0,0.562
rte,last,22,CCS,3.0,0.488
rte,last,22,CCS,4.0,0.52
rte,last,24,CCS,0.0,0.544
rte,last,24,CCS,1.0,0.666
rte,last,24,CCS,2.0,0.576
rte,last,24,CCS,3.0,0.514
rte,last,24,CCS,4.0,0.522
snli,second_to_last,8,logistic,,0.788
snli,second_to_last,10,logistic,,0.888
snli,second_to_last,12,logistic,,0.916
snli,second_to_last,14,logistic,,0.916
snli,second_to_last,15,logistic,,0.922
snli,second_to_last,16,logistic,,0.926
snli,second_to_last,17,logistic,,0.926
snli,second_to_last,18,logistic,,0.934
snli,second_to_last,20,logistic,,0.934
snli,second_to_last,22,logistic,,0.928
snli,second_to_last,24,logistic,,0.932
snli,second_to_last,8,tcPCA-1,,0.498
snli,second_to_last,10,tcPCA-1,,0.538
snli,second_to_last,12,tcPCA-1,,0.62
snli,second_to_last,14,tcPCA-1,,0.616
snli,second_to_last,15,tcPCA-1,,0.668
snli,second_to_last,16,tcPCA-1,,0.692
snli,second_to_last,17,tcPCA-1,,0.67
snli,second_to_last,18,tcPCA-1,,0.71
snli,second_to_last,20,tcPCA-1,,0.708
snli,second_to_last,22,tcPCA-1,,0.712
snli,second_to_last,24,tcPCA-1,,0.714
snli,second_to_last,8,GCC-1,,0.504
snli,second_to_last,10,GCC-1,,0.528
snli,second_to_last,12,GCC-1,,0.65
snli,second_to_last,14,GCC-1,,0.686
snli,second_to_last,15,GCC-1,,0.67
snli,second_to_last,16,GCC-1,,0.684
snli,second_to_last,17,GCC-1,,0.692
snli,second_to_last,18,GCC-1,,0.696
snli,second_to_last,20,GCC-1,,0.68
snli,second_to_last,22,GCC-1,,0.688
snli,second_to_last,24,GCC-1,,0.694
snli,second_to_last,8,CCS,0.0,0.53
snli,second_to_last,8,CCS,1.0,0.532
snli,second_to_last,8,CCS,2.0,0.508
snli,second_to_last,8,CCS,3.0,0.498
snli,second_to_last,8,CCS,4.0,0.518
snli,second_to_last,10,CCS,0.0,0.572
snli,second_to_last,10,CCS,1.0,0.536
snli,second_to_last,10,CCS,2.0,0.516
snli,second_to_last,10,CCS,3.0,0.488
snli,second_to_last,10,CCS,4.0,0.524
snli,second_to_last,12,CCS,0.0,0.6
snli,second_to_last,12,CCS,1.0,0.622
snli,second_to_last,12,CCS,2.0,0.51
snli,second_to_last,12,CCS,3.0,0.62
snli,second_to_last,12,CCS,4.0,0.66
snli,second_to_last,14,CCS,0.0,0.556
snli,second_to_last,14,CCS,1.0,0.556
snli,second_to_last,14,CCS,2.0,0.686
snli,second_to_last,14,CCS,3.0,0.536
snli,second_to_last,14,CCS,4.0,0.602
snli,second_to_last,15,CCS,0.0,0.534
snli,second_to_last,15,CCS,1.0,0.578
snli,second_to_last,15,CCS,2.0,0.704
snli,second_to_last,15,CCS,3.0,0.566
