activation,branch,role,label,truth,question,answer,text,rel_rank
-1.0678139925003052,0,base,1,1,"Consider the following example: ‘‘‘I put coins in the washing machine at the laundromat.’’’ Choice 1: The machine powered on. Choice 2: I ran out of laundry detergent. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘I put coins in the washing machine at the laundromat.’’’ Choice 1: The machine powered on. Choice 2: I ran out of laundry detergent. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.22845691382765532
-1.0673887729644775,1,cf,0,1,"Consider the following example: ‘‘‘The man took a shower.’’’ Choice 1: He was sweaty from working out. Choice 2: He opened a new bar of soap. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The man took a shower.’’’ Choice 1: He was sweaty from working out. Choice 2: He opened a new bar of soap. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.23046092184368738
-1.0613031387329102,0,base,0,0,"Consider the following example: ‘‘‘The child disobeyed her parents.’’’ Choice 1: Her parents hugged her. Choice 2: Her parents punished her. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The child disobeyed her parents.’’’ Choice 1: Her parents hugged her. Choice 2: Her parents punished her. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.23246492985971945
-1.0528981685638428,1,cf,1,0,"Consider the following example: ‘‘‘I made a resolution to eat a healthy diet.’’’ Choice 1: I attended a yoga class. Choice 2: I bought fruits and vegetables. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘I made a resolution to eat a healthy diet.’’’ Choice 1: I attended a yoga class. Choice 2: I bought fruits and vegetables. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.23446893787575152
-1.0382764339447021,0,base,0,0,"Consider the following example: ‘‘‘Air leaked out of the beach ball.’’’ Choice 1: It was inflated. Choice 2: There was a hole in it. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘Air leaked out of the beach ball.’’’ Choice 1: It was inflated. Choice 2: There was a hole in it. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.23647294589178355
-1.0356042385101318,0,base,1,1,"Consider the following example: ‘‘‘The school principal implemented a dress code.’’’ Choice 1: Students protested the decision. Choice 2: Students were expelled from school. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The school principal implemented a dress code.’’’ Choice 1: Students protested the decision. Choice 2: Students were expelled from school. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.23847695390781562
-1.0342754125595093,0,base,1,1,"Consider the following example: ‘‘‘The jewelry thieves were caught.’’’ Choice 1: The stolen jewelry was returned to its owners. Choice 2: The cost of the stolen jewelry was calculated. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The jewelry thieves were caught.’’’ Choice 1: The stolen jewelry was returned to its owners. Choice 2: The cost of the stolen jewelry was calculated. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.24048096192384769
-1.0335478782653809,1,cf,0,1,"Consider the following example: ‘‘‘The rocket flew up into the sky.’’’ Choice 1: The girl launched it. Choice 2: The girl designed it. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The rocket flew up into the sky.’’’ Choice 1: The girl launched it. Choice 2: The girl designed it. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.24248496993987975
-1.0334311723709106,0,base,0,0,"Consider the following example: ‘‘‘The detective revealed an anomaly in the case.’’’ Choice 1: He finalized his theory. Choice 2: He scrapped his theory. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The detective revealed an anomaly in the case.’’’ Choice 1: He finalized his theory. Choice 2: He scrapped his theory. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.24448897795591182
-1.0177315473556519,1,cf,1,0,"Consider the following example: ‘‘‘I pushed the pendulum.’’’ Choice 1: It slowed to a stop. Choice 2: It swung back and forth. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘I pushed the pendulum.’’’ Choice 1: It slowed to a stop. Choice 2: It swung back and forth. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.24649298597194388
-1.0002683401107788,0,base,0,0,"Consider the following example: ‘‘‘The motorcyclist twisted the throttle.’’’ Choice 1: The motorcycle coasted to a halt. Choice 2: The motorcycle shot forward. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The motorcyclist twisted the throttle.’’’ Choice 1: The motorcycle coasted to a halt. Choice 2: The motorcycle shot forward. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.24849699398797595
-0.9614022374153137,1,cf,1,0,"Consider the following example: ‘‘‘The bananas ripened.’’’ Choice 1: We squeezed them. Choice 2: We ate them. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The bananas ripened.’’’ Choice 1: We squeezed them. Choice 2: We ate them. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.250501002004008
-0.956916093826294,0,base,0,0,"Consider the following example: ‘‘‘My stomach hurt.’’’ Choice 1: I jogged on the treadmill. Choice 2: I ate birthday cake. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘My stomach hurt.’’’ Choice 1: I jogged on the treadmill. Choice 2: I ate birthday cake. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.25250501002004005
-0.9527523517608643,0,base,0,0,"Consider the following example: ‘‘‘The woman sensed a pleasant smell.’’’ Choice 1: She remembered to take her medication. Choice 2: She was reminded of her childhood. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman sensed a pleasant smell.’’’ Choice 1: She remembered to take her medication. Choice 2: She was reminded of her childhood. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.2545090180360721
-0.9494202136993408,0,base,1,1,"Consider the following example: ‘‘‘The man won the lottery.’’’ Choice 1: He became rich. Choice 2: He owed money. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man won the lottery.’’’ Choice 1: He became rich. Choice 2: He owed money. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.2565130260521042
-0.9327860474586487,0,base,1,1,"Consider the following example: ‘‘‘The button on my shirt fell off.’’’ Choice 1: I sewed the button back on. Choice 2: I glued the button back on. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The button on my shirt fell off.’’’ Choice 1: I sewed the button back on. Choice 2: I glued the button back on. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.25851703406813625
-0.9248970150947571,0,base,0,0,"Consider the following example: ‘‘‘The woman's eyeglasses fogged up.’’’ Choice 1: She reclined by the pool. Choice 2: She entered the sauna. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman's eyeglasses fogged up.’’’ Choice 1: She reclined by the pool. Choice 2: She entered the sauna. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.2605210420841683
-0.9131371974945068,1,cf,0,1,"Consider the following example: ‘‘‘The vandals threw a rock at the window.’’’ Choice 1: The window cracked. Choice 2: The window fogged up. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The vandals threw a rock at the window.’’’ Choice 1: The window cracked. Choice 2: The window fogged up. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.2625250501002004
-0.9096349477767944,0,base,0,0,"Consider the following example: ‘‘‘The vehicles travelled slowly.’’’ Choice 1: It was cloudy. Choice 2: It was foggy. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The vehicles travelled slowly.’’’ Choice 1: It was cloudy. Choice 2: It was foggy. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.26452905811623245
-0.9091268181800842,1,cf,1,0,"Consider the following example: ‘‘‘I approached the man.’’’ Choice 1: He looked busy. Choice 2: He looked familiar. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘I approached the man.’’’ Choice 1: He looked busy. Choice 2: He looked familiar. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.2665330661322645
-0.9076516032218933,0,base,0,0,"Consider the following example: ‘‘‘My ears were ringing.’’’ Choice 1: I went to a museum. Choice 2: I went to a concert. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘My ears were ringing.’’’ Choice 1: I went to a museum. Choice 2: I went to a concert. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.2685370741482966
-0.9069033265113831,1,cf,1,0,"Consider the following example: ‘‘‘The driver turned on the car's headlights.’’’ Choice 1: He heard thunder. Choice 2: The sun went down. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The driver turned on the car's headlights.’’’ Choice 1: He heard thunder. Choice 2: The sun went down. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.27054108216432865
-0.9060090184211731,0,base,1,1,"Consider the following example: ‘‘‘The girl pushed herself off the top of the slide.’’’ Choice 1: She glided down the slide. Choice 2: She crawled up the slide. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The girl pushed herself off the top of the slide.’’’ Choice 1: She glided down the slide. Choice 2: She crawled up the slide. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.2725450901803607
-0.9020800590515137,0,base,0,0,"Consider the following example: ‘‘‘The customer filed a complaint with the store manager.’’’ Choice 1: The sales associate undercharged the customer. Choice 2: The sales associate acted rude to the customer. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The customer filed a complaint with the store manager.’’’ Choice 1: The sales associate undercharged the customer. Choice 2: The sales associate acted rude to the customer. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.2745490981963928
-0.9011114835739136,0,base,1,1,"Consider the following example: ‘‘‘I rubbed the soap between my hands.’’’ Choice 1: The soap foamed. Choice 2: My hands went numb. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘I rubbed the soap between my hands.’’’ Choice 1: The soap foamed. Choice 2: My hands went numb. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.27655310621242485
-0.8987603783607483,1,cf,0,1,"Consider the following example: ‘‘‘The retail shop shut down.’’’ Choice 1: Its sales were lagging. Choice 2: It renewed its lease. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The retail shop shut down.’’’ Choice 1: Its sales were lagging. Choice 2: It renewed its lease. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.2785571142284569
-0.8966690897941589,0,base,1,1,"Consider the following example: ‘‘‘I drank a cup of coffee.’’’ Choice 1: My yawning ceased. Choice 2: I nodded off to sleep. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘I drank a cup of coffee.’’’ Choice 1: My yawning ceased. Choice 2: I nodded off to sleep. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.280561122244489
-0.8438794612884521,0,base,1,1,"Consider the following example: ‘‘‘The woman had a religious awakening.’’’ Choice 1: She began going to church. Choice 2: She began travelling abroad. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman had a religious awakening.’’’ Choice 1: She began going to church. Choice 2: She began travelling abroad. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.28256513026052105
-0.8117609024047852,0,base,1,1,"Consider the following example: ‘‘‘I received a package in the mail.’’’ Choice 1: The package triggered my curiosity. Choice 2: I took the package to the post office. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘I received a package in the mail.’’’ Choice 1: The package triggered my curiosity. Choice 2: I took the package to the post office. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.2845691382765531
-0.7996902465820312,0,base,1,1,"Consider the following example: ‘‘‘The man was lost.’’’ Choice 1: He asked for directions. Choice 2: He drew a map. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man was lost.’’’ Choice 1: He asked for directions. Choice 2: He drew a map. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.2865731462925852
-0.7953505516052246,0,base,1,1,"Consider the following example: ‘‘‘The couple got engaged.’’’ Choice 1: They planned a wedding. Choice 2: They took some time apart. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The couple got engaged.’’’ Choice 1: They planned a wedding. Choice 2: They took some time apart. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.28857715430861725
-0.794546902179718,1,cf,1,0,"Consider the following example: ‘‘‘We found empty seats in the theatre.’’’ Choice 1: The film began. Choice 2: We sat down. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘We found empty seats in the theatre.’’’ Choice 1: The film began. Choice 2: We sat down. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.2905811623246493
-0.7763631939888,1,cf,1,0,"Consider the following example: ‘‘‘The young woman was denied entrance into the bar.’’’ Choice 1: Her friends stood her up. Choice 2: She forgot her ID. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The young woman was denied entrance into the bar.’’’ Choice 1: Her friends stood her up. Choice 2: She forgot her ID. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.2925851703406814
-0.7755695581436157,1,cf,0,1,"Consider the following example: ‘‘‘My grandmother passed away.’’’ Choice 1: My family held a funeral. Choice 2: My family held a reunion. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘My grandmother passed away.’’’ Choice 1: My family held a funeral. Choice 2: My family held a reunion. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.29458917835671344
-0.7666933536529541,0,base,1,1,"Consider the following example: ‘‘‘The librarian located the book in the stacks.’’’ Choice 1: I requested the librarian's help. Choice 2: The book was checked out. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The librarian located the book in the stacks.’’’ Choice 1: I requested the librarian's help. Choice 2: The book was checked out. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.2965931863727455
-0.7596248388290405,0,base,1,1,"Consider the following example: ‘‘‘The woman's hair fell in her face.’’’ Choice 1: She pulled her hair back with a clip. Choice 2: She lathered shampoo into her hair. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman's hair fell in her face.’’’ Choice 1: She pulled her hair back with a clip. Choice 2: She lathered shampoo into her hair. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.2985971943887776
-0.7555081844329834,1,cf,0,1,"Consider the following example: ‘‘‘The host cancelled the party.’’’ Choice 1: She was certain she had the flu. Choice 2: She worried she would catch the flu. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The host cancelled the party.’’’ Choice 1: She was certain she had the flu. Choice 2: She worried she would catch the flu. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.30060120240480964
-0.7431880235671997,1,cf,0,1,"Consider the following example: ‘‘‘The benefactor requested to stay anonymous.’’’ Choice 1: He wanted to maintain his privacy. Choice 2: He supported the cause behind his donation. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The benefactor requested to stay anonymous.’’’ Choice 1: He wanted to maintain his privacy. Choice 2: He supported the cause behind his donation. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.3026052104208417
-0.7421420812606812,1,cf,1,0,"Consider the following example: ‘‘‘The girl went down the hill on her bike.’’’ Choice 1: Her bike swerved. Choice 2: Her bike sped up. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The girl went down the hill on her bike.’’’ Choice 1: Her bike swerved. Choice 2: Her bike sped up. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3046092184368738
-0.7285977005958557,1,cf,0,1,"Consider the following example: ‘‘‘My stomach growled.’’’ Choice 1: I forgot to eat breakfast. Choice 2: I was full from breakfast. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘My stomach growled.’’’ Choice 1: I forgot to eat breakfast. Choice 2: I was full from breakfast. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.3066132264529058
-0.7268843650817871,0,base,1,1,"Consider the following example: ‘‘‘The woman's date wanted to look like a gentleman.’’’ Choice 1: He opened the door for her. Choice 2: He asked her if she liked sushi. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman's date wanted to look like a gentleman.’’’ Choice 1: He opened the door for her. Choice 2: He asked her if she liked sushi. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.30861723446893785
-0.7238864898681641,1,cf,0,1,"Consider the following example: ‘‘‘The police officer pulled over the celebrity.’’’ Choice 1: The celebrity offered the officer a bribe. Choice 2: The celebrity sued the police officer. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The police officer pulled over the celebrity.’’’ Choice 1: The celebrity offered the officer a bribe. Choice 2: The celebrity sued the police officer. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3106212424849699
-0.721976637840271,0,base,1,1,"Consider the following example: ‘‘‘The boy's hands were shaking.’’’ Choice 1: He planned to ask the girl out. Choice 2: His palms were cold and sweaty. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The boy's hands were shaking.’’’ Choice 1: He planned to ask the girl out. Choice 2: His palms were cold and sweaty. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.312625250501002
-0.6937840580940247,0,base,0,0,"Consider the following example: ‘‘‘The boy tuned the radio.’’’ Choice 1: The station was playing rock music. Choice 2: The station was coming in with static. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The boy tuned the radio.’’’ Choice 1: The station was playing rock music. Choice 2: The station was coming in with static. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.31462925851703405
-0.6905790567398071,0,base,1,1,"Consider the following example: ‘‘‘The lock opened.’’’ Choice 1: I turned the key in the lock. Choice 2: I made a duplicate of the key. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The lock opened.’’’ Choice 1: I turned the key in the lock. Choice 2: I made a duplicate of the key. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.3166332665330661
-0.6885500550270081,1,cf,0,1,"Consider the following example: ‘‘‘The woman refused a second beer.’’’ Choice 1: She was the designated driver for the night. Choice 2: She was familiar with the bartender. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman refused a second beer.’’’ Choice 1: She was the designated driver for the night. Choice 2: She was familiar with the bartender. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.3186372745490982
-0.6848398447036743,0,base,1,1,"Consider the following example: ‘‘‘The dust came off the desk.’’’ Choice 1: I wiped the desk with a cloth. Choice 2: I removed the books from the desk. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The dust came off the desk.’’’ Choice 1: I wiped the desk with a cloth. Choice 2: I removed the books from the desk. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.32064128256513025
-0.6848123073577881,0,base,1,1,"Consider the following example: ‘‘‘The bureau drawers were cluttered.’’’ Choice 1: I threw away unnecessary contents. Choice 2: I locked the drawers shut. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The bureau drawers were cluttered.’’’ Choice 1: I threw away unnecessary contents. Choice 2: I locked the drawers shut. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.3226452905811623
-0.6845409870147705,1,cf,1,0,"Consider the following example: ‘‘‘The boaters set off a flare.’’’ Choice 1: Their boat drifted to shore. Choice 2: Their boat was rescued. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The boaters set off a flare.’’’ Choice 1: Their boat drifted to shore. Choice 2: Their boat was rescued. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3246492985971944
-0.6824207305908203,0,base,0,0,"Consider the following example: ‘‘‘The shop was closed.’’’ Choice 1: The owner was helping customers. Choice 2: The shop was undergoing renovation. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The shop was closed.’’’ Choice 1: The owner was helping customers. Choice 2: The shop was undergoing renovation. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.32665330661322645
-0.6703639626502991,1,cf,0,1,"Consider the following example: ‘‘‘The man went away for the weekend.’’’ Choice 1: He wanted to relax. Choice 2: He felt content. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The man went away for the weekend.’’’ Choice 1: He wanted to relax. Choice 2: He felt content. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.3286573146292585
-0.6689746975898743,0,base,1,1,"Consider the following example: ‘‘‘The grape juice fermented.’’’ Choice 1: The juice turned to wine. Choice 2: The juice evaporated. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The grape juice fermented.’’’ Choice 1: The juice turned to wine. Choice 2: The juice evaporated. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.3306613226452906
-0.6426776647567749,0,base,1,1,"Consider the following example: ‘‘‘The balloon expanded.’’’ Choice 1: I blew into it. Choice 2: I pricked it. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The balloon expanded.’’’ Choice 1: I blew into it. Choice 2: I pricked it. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.33266533066132264
-0.635473370552063,0,base,1,1,"Consider the following example: ‘‘‘The woman became famous.’’’ Choice 1: Photographers followed her. Choice 2: Her family avoided her. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman became famous.’’’ Choice 1: Photographers followed her. Choice 2: Her family avoided her. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.3346693386773547
-0.6321812272071838,1,cf,0,1,"Consider the following example: ‘‘‘The archeologist dug up the site.’’’ Choice 1: She excavated ancient artifacts. Choice 2: She read about the site's history. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The archeologist dug up the site.’’’ Choice 1: She excavated ancient artifacts. Choice 2: She read about the site's history. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3366733466933868
-0.6300474405288696,1,cf,0,1,"Consider the following example: ‘‘‘The cowgirl threw her lasso towards the horse.’’’ Choice 1: The lasso grabbed onto the horse. Choice 2: The horse trotted into the barn. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The cowgirl threw her lasso towards the horse.’’’ Choice 1: The lasso grabbed onto the horse. Choice 2: The horse trotted into the barn. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.33867735470941884
-0.6278961896896362,1,cf,0,1,"Consider the following example: ‘‘‘The student forgot to do her assignment.’’’ Choice 1: She made up an excuse to tell the teacher. Choice 2: The teacher promoted her to the next grade. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The student forgot to do her assignment.’’’ Choice 1: She made up an excuse to tell the teacher. Choice 2: The teacher promoted her to the next grade. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3406813627254509
-0.6245373487472534,0,base,1,1,"Consider the following example: ‘‘‘The kidnappers released the hostage.’’’ Choice 1: They accepted ransom money. Choice 2: They escaped from jail. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The kidnappers released the hostage.’’’ Choice 1: They accepted ransom money. Choice 2: They escaped from jail. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.342685370741483
-0.619189977645874,0,base,1,1,"Consider the following example: ‘‘‘The boy felt homesick.’’’ Choice 1: He went away to camp. Choice 2: He bickered with his sister. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The boy felt homesick.’’’ Choice 1: He went away to camp. Choice 2: He bickered with his sister. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.34468937875751504
-0.5925684571266174,0,base,0,0,"Consider the following example: ‘‘‘I misplaced my wallet.’’’ Choice 1: I retrieved my phone. Choice 2: I retraced my steps. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘I misplaced my wallet.’’’ Choice 1: I retrieved my phone. Choice 2: I retraced my steps. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 1.",0.3466933867735471
-0.5706609487533569,1,cf,0,1,"Consider the following example: ‘‘‘The woman felt compelled to help someone in need.’’’ Choice 1: She donated blood. Choice 2: She wrote a poem. Q: Which one is more likely to be the effect, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The woman felt compelled to help someone in need.’’’ Choice 1: She donated blood. Choice 2: She wrote a poem. Q: Which one is more likely to be the effect, choice 1 or choice 2? choice 2.",0.3486973947895792
-0.5697611570358276,0,base,0,0,"Consider the following example: ‘‘‘The woman banished the children from her property.’’’ Choice 1: The children hit a ball into her yard. Choice 2: The children trampled through her garden. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The woman banished the children from her property.’’’ Choice 1: The children hit a ball into her yard. Choice 2: The children trampled through her garden. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.35070140280561124
-0.5691617727279663,0,base,0,0,"Consider the following example: ‘‘‘The man craved a cigarette.’’’ Choice 1: His family urged him to quit smoking. Choice 2: He was addicted to nicotine. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The man craved a cigarette.’’’ Choice 1: His family urged him to quit smoking. Choice 2: He was addicted to nicotine. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.3527054108216433
-0.5565176010131836,0,base,1,1,"Consider the following example: ‘‘‘The hospital sent the patient home.’’’ Choice 1: The patient's symptoms cleared up. Choice 2: The patient's family visited him. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 1,"Consider the following example: ‘‘‘The hospital sent the patient home.’’’ Choice 1: The patient's symptoms cleared up. Choice 2: The patient's family visited him. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 1.",0.35470941883767537
-0.5507228374481201,1,cf,1,0,"Consider the following example: ‘‘‘The driver got a flat tire.’’’ Choice 1: He went over the speed limit. Choice 2: He ran over a nail. Q: Which one is more likely to be the cause, choice 1 or choice 2?",choice 2,"Consider the following example: ‘‘‘The driver got a flat tire.’’’ Choice 1: He went over the speed limit. Choice 2: He ran over a nail. Q: Which one is more likely to be the cause, choice 1 or choice 2? choice 2.",0.35671342685370744
