dataset,position,layer,method,seed,acc
copa,last,20,GCC-1,,0.484
copa,last,22,GCC-1,,0.48
copa,last,24,GCC-1,,0.48
copa,last,8,CCS,0.0,0.476
copa,last,8,CCS,1.0,0.48
copa,last,8,CCS,2.0,0.484
copa,last,8,CCS,3.0,0.484
copa,last,8,CCS,4.0,0.472
copa,last,10,CCS,0.0,0.472
copa,last,10,CCS,1.0,0.512
copa,last,10,CCS,2.0,0.492
copa,last,10,CCS,3.0,0.504
copa,last,10,CCS,4.0,0.524
copa,last,12,CCS,0.0,0.44
copa,last,12,CCS,1.0,0.468
copa,last,12,CCS,2.0,0.448
copa,last,12,CCS,3.0,0.488
copa,last,12,CCS,4.0,0.532
copa,last,14,CCS,0.0,0.48
copa,last,14,CCS,1.0,0.504
copa,last,14,CCS,2.0,0.492
copa,last,14,CCS,3.0,0.504
copa,last,14,CCS,4.0,0.5
copa,last,15,CCS,0.0,0.508
copa,last,15,CCS,1.0,0.48
copa,last,15,CCS,2.0,0.512
copa,last,15,CCS,3.0,0.504
copa,last,15,CCS,4.0,0.496
copa,last,16,CCS,0.0,0.544
copa,last,16,CCS,1.0,0.48
copa,last,16,CCS,2.0,0.56
copa,last,16,CCS,3.0,0.52
copa,last,16,CCS,4.0,0.528
copa,last,17,CCS,0.0,0.48
copa,last,17,CCS,1.0,0.48
copa,last,17,CCS,2.0,0.512
copa,last,17,CCS,3.0,0.532
copa,last,17,CCS,4.0,0.532
copa,last,18,CCS,0.0,0.484
copa,last,18,CCS,1.0,0.496
copa,last,18,CCS,2.0,0.524
copa,last,18,CCS,3.0,0.516
copa,last,18,CCS,4.0,0.54
copa,last,20,CCS,0.0,0.444
copa,last,20,CCS,1.0,0.56
copa,last,20,CCS,2.0,0.56
copa,last,20,CCS,3.0,0.48
copa,last,20,CCS,4.0,0.536
copa,last,22,CCS,0.0,0.536
copa,last,22,CCS,1.0,0.528
copa,last,22,CCS,2.0,0.524
copa,last,22,CCS,3.0,0.48
copa,last,22,CCS,4.0,0.552
copa,last,24,CCS,0.0,0.54
copa,last,24,CCS,1.0,0.52
copa,last,24,CCS,2.0,0.484
copa,last,24,CCS,3.0,0.532
copa,last,24,CCS,4.0,0.548
ent_bank,second_to_last,8,logistic,,0.88
ent_bank,second_to_last,10,logistic,,0.914
ent_bank,second_to_last,12,logistic,,0.976
ent_bank,second_to_last,14,logistic,,0.982
ent_bank,second_to_last,15,logistic,,0.99
ent_bank,second_to_last,16,logistic,,0.99
ent_bank,second_to_last,17,logistic,,0.99
ent_bank,second_to_last,18,logistic,,0.988
ent_bank,second_to_last,20,logistic,,0.982
ent_bank,second_to_last,22,logistic,,0.984
ent_bank,second_to_last,24,logistic,,0.982
ent_bank,second_to_last,8,tcPCA-1,,0.488
ent_bank,second_to_last,10,tcPCA-1,,0.57
ent_bank,second_to_last,12,tcPCA-1,,0.888
ent_bank,second_to_last,14,tcPCA-1,,0.954
ent_bank,second_to_last,15,tcPCA-1,,0.972
ent_bank,second_to_last,16,tcPCA-1,,0.972
ent_bank,second_to_last,17,tcPCA-1,,0.972
ent_bank,second_to_last,18,tcPCA-1,,0.968
ent_bank,second_to_last,20,tcPCA-1,,0.968
ent_bank,second_to_last,22,tcPCA-1,,0.97
ent_bank,second_to_last,24,tcPCA-1,,0.97
ent_bank,second_to_last,8,GCC-1,,0.49
ent_bank,second_to_last,10,GCC-1,,0.566
ent_bank,second_to_last,12,GCC-1,,0.694
ent_bank,second_to_last,14,GCC-1,,0.96
ent_bank,second_to_last,15,GCC-1,,0.974
ent_bank,second_to_last,16,GCC-1,,0.978
ent_bank,second_to_last,17,GCC-1,,0.976
ent_bank,second_to_last,18,GCC-1,,0.978
ent_bank,second_to_last,20,GCC-1,,0.976
ent_bank,second_to_last,22,GCC-1,,0.974
ent_bank,second_to_last,24,GCC-1,,0.976
ent_bank,second_to_last,8,CCS,0.0,0.474
ent_bank,second_to_last,8,CCS,1.0,0.472
ent_bank,second_to_last,8,CCS,2.0,0.472
ent_bank,second_to_last,8,CCS,3.0,0.474
ent_bank,second_to_last,8,CCS,4.0,0.47
ent_bank,second_to_last,10,CCS,0.0,0.564
ent_bank,second_to_last,10,CCS,1.0,0.584
ent_bank,second_to_last,10,CCS,2.0,0.564
ent_bank,second_to_last,10,CCS,3.0,0.566
ent_bank,second_to_last,10,CCS,4.0,0.558
ent_bank,second_to_last,12,CCS,0.0,0.574
ent_bank,second_to_last,12,CCS,1.0,0.944
ent_bank,second_to_last,12,CCS,2.0,0.94
ent_bank,second_to_last,12,CCS,3.0,0.94
ent_bank,second_to_last,12,CCS,4.0,0.948
ent_bank,second_to_last,14,CCS,0.0,0.98
ent_bank,second_to_last,14,CCS,1.0,0.97
ent_bank,second_to_last,14,CCS,2.0,0.974
ent_bank,second_to_last,14,CCS,3.0,0.972
ent_bank,second_to_last,14,CCS,4.0,0.976
ent_bank,second_to_last,15,CCS,0.0,0.984
ent_bank,second_to_last,15,CCS,1.0,0.984
ent_bank,second_to_last,15,CCS,2.0,0.978
ent_bank,second_to_last,15,CCS,3.0,0.984
ent_bank,second_to_last,15,CCS,4.0,0.984
ent_bank,second_to_last,16,CCS,0.0,0.982
ent_bank,second_to_last,16,CCS,1.0,0.984
ent_bank,second_to_last,16,CCS,2.0,0.984
ent_bank,second_to_last,16,CCS,3.0,0.984
ent_bank,second_to_last,16,CCS,4.0,0.982
ent_bank,second_to_last,17,CCS,0.0,0.984
ent_bank,second_to_last,17,CCS,1.0,0.984
ent_bank,second_to_last,17,CCS,2.0,0.984
ent_bank,second_to_last,17,CCS,3.0,0.978
ent_bank,second_to_last,17,CCS,4.0,0.978
ent_bank,second_to_last,18,CCS,0.0,0.982
ent_bank,second_to_last,18,CCS,1.0,0.982
ent_bank,second_to_last,18,CCS,2.0,0.982
ent_bank,second_to_last,18,CCS,3.0,0.978
ent_bank,second_to_last,18,CCS,4.0,0.978
ent_bank,second_to_last,20,CCS,0.0,0.978
ent_bank,second_to_last,20,CCS,1.0,0.98
ent_bank,second_to_last,20,CCS,2.0,0.976
ent_bank,second_to_last,20,CCS,3.0,0.986
ent_bank,second_to_last,20,CCS,4.0,0.982
ent_bank,second_to_last,22,CCS,0.0,0.976
ent_bank,second_to_last,22,CCS,1.0,0.978
ent_bank,second_to_last,22,CCS,2.0,0.978
ent_bank,second_to_last,22,CCS,3.0,0.978
ent_bank,second_to_last,22,CCS,4.0,0.976
ent_bank,second_to_last,24,CCS,0.0,0.976
ent_bank,second_to_last,24,CCS,1.0,0.976
ent_bank,second_to_last,24,CCS,2.0,0.982
ent_bank,second_to_last,24,CCS,3.0,0.976
ent_bank,second_to_last,24,CCS,4.0,0.976
ent_bank,last,8,logistic,,0.902
ent_bank,last,10,logistic,,0.92
ent_bank,last,12,logistic,,0.982
ent_bank,last,14,logistic,,0.99
ent_bank,last,15,logistic,,0.99
ent_bank,last,16,logistic,,0.992
ent_bank,last,17,logistic,,0.992
ent_bank,last,18,logistic,,0.992
ent_bank,last,20,logistic,,0.99
ent_bank,last,22,logistic,,0.99
ent_bank,last,24,logistic,,0.99
ent_bank,last,8,tcPCA-1,,0.486
ent_bank,last,10,tcPCA-1,,0.71
ent_bank,last,12,tcPCA-1,,0.97
ent_bank,last,14,tcPCA-1,,0.974
ent_bank,last,15,tcPCA-1,,0.974
ent_bank,last,16,tcPCA-1,,0.976
ent_bank,last,17,tcPCA-1,,0.976
ent_bank,last,18,tcPCA-1,,0.976
ent_bank,last,20,tcPCA-1,,0.976
ent_bank,last,22,tcPCA-1,,0.972
ent_bank,last,24,tcPCA-1,,0.97
ent_bank,last,8,GCC-1,,0.556
ent_bank,last,10,GCC-1,,0.62
ent_bank,last,12,GCC-1,,0.96
ent_bank,last,14,GCC-1,,0.974
ent_bank,last,15,GCC-1,,0.978
ent_bank,last,16,GCC-1,,0.974
ent_bank,last,17,GCC-1,,0.98
ent_bank,last,18,GCC-1,,0.982
ent_bank,last,20,GCC-1,,0.974
ent_bank,last,22,GCC-1,,0.97
ent_bank,last,24,GCC-1,,0.968
ent_bank,last,8,CCS,0.0,0.494
ent_bank,last,8,CCS,1.0,0.504
ent_bank,last,8,CCS,2.0,0.494
ent_bank,last,8,CCS,3.0,0.504
ent_bank,last,8,CCS,4.0,0.504
ent_bank,last,10,CCS,0.0,0.674
ent_bank,last,10,CCS,1.0,0.504
ent_bank,last,10,CCS,2.0,0.662
ent_bank,last,10,CCS,3.0,0.504
ent_bank,last,10,CCS,4.0,0.504
ent_bank,last,12,CCS,0.0,0.98
ent_bank,last,12,CCS,1.0,0.978
ent_bank,last,12,CCS,2.0,0.974
ent_bank,last,12,CCS,3.0,0.976
ent_bank,last,12,CCS,4.0,0.972
ent_bank,last,14,CCS,0.0,0.986
ent_bank,last,14,CCS,1.0,0.984
ent_bank,last,14,CCS,2.0,0.984
ent_bank,last,14,CCS,3.0,0.986
ent_bank,last,14,CCS,4.0,0.984
ent_bank,last,15,CCS,0.0,0.982
ent_bank,last,15,CCS,1.0,0.502
ent_bank,last,15,CCS,2.0,0.982
ent_bank,last,15,CCS,3.0,0.984
ent_bank,last,15,CCS,4.0,0.982
ent_bank,last,16,CCS,0.0,0.982
ent_bank,last,16,CCS,1.0,0.982
ent_bank,last,16,CCS,2.0,0.988
ent_bank,last,16,CCS,3.0,0.988
ent_bank,last,16,CCS,4.0,0.984
ent_bank,last,17,CCS,0.0,0.982
ent_bank,last,17,CCS,1.0,0.974
ent_bank,last,17,CCS,2.0,0.982
ent_bank,last,17,CCS,3.0,0.978
ent_bank,last,17,CCS,4.0,0.986
ent_bank,last,18,CCS,0.0,0.984
ent_bank,last,18,CCS,1.0,0.974
ent_bank,last,18,CCS,2.0,0.986
ent_bank,last,18,CCS,3.0,0.98
ent_bank,last,18,CCS,4.0,0.984
ent_bank,last,20,CCS,0.0,0.978
ent_bank,last,20,CCS,1.0,0.974
ent_bank,last,20,CCS,2.0,0.982
ent_bank,last,20,CCS,3.0,0.986
ent_bank,last,20,CCS,4.0,0.98
ent_bank,last,22,CCS,0.0,0.978
ent_bank,last,22,CCS,1.0,0.978
ent_bank,last,22,CCS,2.0,0.976
ent_bank,last,22,CCS,3.0,0.978
ent_bank,last,22,CCS,4.0,0.978
ent_bank,last,24,CCS,0.0,0.976
ent_bank,last,24,CCS,1.0,0.984
ent_bank,last,24,CCS,2.0,0.972
ent_bank,last,24,CCS,3.0,0.976
ent_bank,last,24,CCS,4.0,0.974
imdb,second_to_last,8,logistic,,0.934
imdb,second_to_last,10,logistic,,0.948
imdb,second_to_last,12,logistic,,0.94
imdb,second_to_last,14,logistic,,0.948
imdb,second_to_last,15,logistic,,0.946
imdb,second_to_last,16,logistic,,0.942
imdb,second_to_last,17,logistic,,0.944
imdb,second_to_last,18,logistic,,0.94
imdb,second_to_last,20,logistic,,0.94
imdb,second_to_last,22,logistic,,0.936
imdb,second_to_last,24,logistic,,0.94
imdb,second_to_last,8,tcPCA-1,,0.9
imdb,second_to_last,10,tcPCA-1,,0.938
imdb,second_to_last,12,tcPCA-1,,0.942
imdb,second_to_last,14,tcPCA-1,,0.94
imdb,second_to_last,15,tcPCA-1,,0.938
imdb,second_to_last,16,tcPCA-1,,0.936
imdb,second_to_last,17,tcPCA-1,,0.936
imdb,second_to_last,18,tcPCA-1,,0.738
imdb,second_to_last,20,tcPCA-1,,0.536
imdb,second_to_last,22,tcPCA-1,,0.528
imdb,second_to_last,24,tcPCA-1,,0.51
imdb,second_to_last,8,GCC-1,,0.906
imdb,second_to_last,10,GCC-1,,0.936
imdb,second_to_last,12,GCC-1,,0.942
imdb,second_to_last,14,GCC-1,,0.948
imdb,second_to_last,15,GCC-1,,0.934
imdb,second_to_last,16,GCC-1,,0.93
imdb,second_to_last,17,GCC-1,,0.906
imdb,second_to_last,18,GCC-1,,0.846
imdb,second_to_last,20,GCC-1,,0.748
imdb,second_to_last,22,GCC-1,,0.666
imdb,second_to_last,24,GCC-1,,0.63
imdb,second_to_last,8,CCS,0.0,0.918
imdb,second_to_last,8,CCS,1.0,0.922
imdb,second_to_last,8,CCS,2.0,0.916
imdb,second_to_last,8,CCS,3.0,0.918
imdb,second_to_last,8,CCS,4.0,0.918
imdb,second_to_last,10,CCS,0.0,0.946
imdb,second_to_last,10,CCS,1.0,0.94
imdb,second_to_last,10,CCS,2.0,0.948
imdb,second_to_last,10,CCS,3.0,0.948
imdb,second_to_last,10,CCS,4.0,0.948
imdb,second_to_last,12,CCS,0.0,0.942
imdb,second_to_last,12,CCS,1.0,0.94
imdb,second_to_last,12,CCS,2.0,0.94
imdb,second_to_last,12,CCS,3.0,0.942
imdb,second_to_last,12,CCS,4.0,0.942
imdb,second_to_last,14,CCS,0.0,0.946
imdb,second_to_last,14,CCS,1.0,0.948
imdb,second_to_last,14,CCS,2.0,0.948
imdb,second_to_last,14,CCS,3.0,0.946
imdb,second_to_last,14,CCS,4.0,0.946
imdb,second_to_last,15,CCS,0.0,0.946
imdb,second_to_last,15,CCS,1.0,0.942
imdb,second_to_last,15,CCS,2.0,0.938
imdb,second_to_last,15,CCS,3.0,0.944
imdb,second_to_last,15,CCS,4.0,0.938
imdb,second_to_last,16,CCS,0.0,0.94
imdb,second_to_last,16,CCS,1.0,0.946
imdb,second_to_last,16,CCS,2.0,0.946
imdb,second_to_last,16,CCS,3.0,0.946
imdb,second_to_last,16,CCS,4.0,0.944
imdb,second_to_last,17,CCS,0.0,0.556
imdb,second_to_last,17,CCS,1.0,0.608
imdb,second_to_last,17,CCS,2.0,0.636
imdb,second_to_last,17,CCS,3.0,0.71
imdb,second_to_last,17,CCS,4.0,0.942
imdb,second_to_last,18,CCS,0.0,0.546
imdb,second_to_last,18,CCS,1.0,0.53
imdb,second_to_last,18,CCS,2.0,0.508
imdb,second_to_last,18,CCS,3.0,0.562
imdb,second_to_last,18,CCS,4.0,0.942
imdb,second_to_last,20,CCS,0.0,0.534
imdb,second_to_last,20,CCS,1.0,0.512
imdb,second_to_last,20,CCS,2.0,0.554
imdb,second_to_last,20,CCS,3.0,0.936
imdb,second_to_last,20,CCS,4.0,0.94
imdb,second_to_last,22,CCS,0.0,0.506
imdb,second_to_last,22,CCS,1.0,0.498
imdb,second_to_last,22,CCS,2.0,0.932
imdb,second_to_last,22,CCS,3.0,0.936
imdb,second_to_last,22,CCS,4.0,0.936
imdb,second_to_last,24,CCS,0.0,0.808
imdb,second_to_last,24,CCS,1.0,0.506
imdb,second_to_last,24,CCS,2.0,0.508
imdb,second_to_last,24,CCS,3.0,0.936
imdb,second_to_last,24,CCS,4.0,0.934
imdb,last,8,logistic,,0.92
imdb,last,10,logistic,,0.94
imdb,last,12,logistic,,0.938
imdb,last,14,logistic,,0.94
imdb,last,15,logistic,,0.938
imdb,last,16,logistic,,0.942
imdb,last,17,logistic,,0.94
imdb,last,18,logistic,,0.942
imdb,last,20,logistic,,0.938
imdb,last,22,logistic,,0.942
imdb,last,24,logistic,,0.936
imdb,last,8,tcPCA-1,,0.862
imdb,last,10,tcPCA-1,,0.916
imdb,last,12,tcPCA-1,,0.922
imdb,last,14,tcPCA-1,,0.916
imdb,last,15,tcPCA-1,,0.918
imdb,last,16,tcPCA-1,,0.904
imdb,last,17,tcPCA-1,,0.89
imdb,last,18,tcPCA-1,,0.878
imdb,last,20,tcPCA-1,,0.892
imdb,last,22,tcPCA-1,,0.92
imdb,last,24,tcPCA-1,,0.9
imdb,last,8,GCC-1,,0.88
imdb,last,10,GCC-1,,0.92
imdb,last,12,GCC-1,,0.934
imdb,last,14,GCC-1,,0.92
imdb,last,15,GCC-1,,0.92
imdb,last,16,GCC-1,,0.926
imdb,last,17,GCC-1,,0.922
imdb,last,18,GCC-1,,0.89
imdb,last,20,GCC-1,,0.662
imdb,last,22,GCC-1,,0.672
imdb,last,24,GCC-1,,0.65
imdb,last,8,CCS,0.0,0.9
imdb,last,8,CCS,1.0,0.892
imdb,last,8,CCS,2.0,0.9
imdb,last,8,CCS,3.0,0.9
imdb,last,8,CCS,4.0,0.86
imdb,last,10,CCS,0.0,0.934
imdb,last,10,CCS,1.0,0.928
imdb,last,10,CCS,2.0,0.93
imdb,last,10,CCS,3.0,0.936
imdb,last,10,CCS,4.0,0.938
imdb,last,12,CCS,0.0,0.938
imdb,last,12,CCS,1.0,0.92
imdb,last,12,CCS,2.0,0.934
imdb,last,12,CCS,3.0,0.938
imdb,last,12,CCS,4.0,0.932
imdb,last,14,CCS,0.0,0.934
imdb,last,14,CCS,1.0,0.922
imdb,last,14,CCS,2.0,0.93
imdb,last,14,CCS,3.0,0.926
imdb,last,14,CCS,4.0,0.932
imdb,last,15,CCS,0.0,0.928
imdb,last,15,CCS,1.0,0.94
imdb,last,15,CCS,2.0,0.932
imdb,last,15,CCS,3.0,0.92
imdb,last,15,CCS,4.0,0.932
imdb,last,16,CCS,0.0,0.928
imdb,last,16,CCS,1.0,0.926
imdb,last,16,CCS,2.0,0.924
imdb,last,16,CCS,3.0,0.922
imdb,last,16,CCS,4.0,0.926
imdb,last,17,CCS,0.0,0.928
imdb,last,17,CCS,1.0,0.93
imdb,last,17,CCS,2.0,0.926
imdb,last,17,CCS,3.0,0.93
imdb,last,17,CCS,4.0,0.932
imdb,last,18,CCS,0.0,0.942
imdb,last,18,CCS,1.0,0.932
imdb,last,18,CCS,2.0,0.932
imdb,last,18,CCS,3.0,0.934
imdb,last,18,CCS,4.0,0.888
imdb,last,20,CCS,0.0,0.93
imdb,last,20,CCS,1.0,0.938
imdb,last,20,CCS,2.0,0.938
imdb,last,20,CCS,3.0,0.876
imdb,last,20,CCS,4.0,0.792
imdb,last,22,CCS,0.0,0.932
imdb,last,22,CCS,1.0,0.896
imdb,last,22,CCS,2.0,0.932
imdb,last,22,CCS,3.0,0.906
imdb,last,22,CCS,4.0,0.778
imdb,last,24,CCS,0.0,0.93
imdb,last,24,CCS,1.0,0.886
imdb,last,24,CCS,2.0,0.94
imdb,last,24,CCS,3.0,0.884
imdb,last,24,CCS,4.0,0.566
rte,second_to_last,8,logistic,,0.64
rte,second_to_last,10,logistic,,0.734
rte,second_to_last,12,logistic,,0.78
rte,second_to_last,14,logistic,,0.83
rte,second_to_last,15,logistic,,0.824
rte,second_to_last,16,logistic,,0.822
rte,second_to_last,17,logistic,,0.816
rte,second_to_last,18,logistic,,0.822
rte,second_to_last,20,logistic,,0.83
rte,second_to_last,22,logistic,,0.834
rte,second_to_last,24,logistic,,0.836
rte,second_to_last,8,tcPCA-1,,0.504
rte,second_to_last,10,tcPCA-1,,0.524
rte,second_to_last,12,tcPCA-1,,0.544
rte,second_to_last,14,tcPCA-1,,0.58
rte,second_to_last,15,tcPCA-1,,0.602
rte,second_to_last,16,tcPCA-1,,0.602
rte,second_to_last,17,tcPCA-1,,0.588
rte,second_to_last,18,tcPCA-1,,0.58
rte,second_to_last,20,tcPCA-1,,0.566
rte,second_to_last,22,tcPCA-1,,0.572
rte,second_to_last,24,tcPCA-1,,0.578
rte,second_to_last,8,GCC-1,,0.512
rte,second_to_last,10,GCC-1,,0.53
rte,second_to_last,12,GCC-1,,0.534
rte,second_to_last,14,GCC-1,,0.556
rte,second_to_last,15,GCC-1,,0.582
rte,second_to_last,16,GCC-1,,0.574
rte,second_to_last,17,GCC-1,,0.572
rte,second_to_last,18,GCC-1,,0.566
rte,second_to_last,20,GCC-1,,0.564
rte,second_to_last,22,GCC-1,,0.576
rte,second_to_last,24,GCC-1,,0.568
rte,second_to_last,8,CCS,0.0,0.5
rte,second_to_last,8,CCS,1.0,0.502
rte,second_to_last,8,CCS,2.0,0.5
rte,second_to_last,8,CCS,3.0,0.5
rte,second_to_last,8,CCS,4.0,0.506
rte,second_to_last,10,CCS,0.0,0.514
rte,second_to_last,10,CCS,1.0,0.508
rte,second_to_last,10,CCS,2.0,0.52
rte,second_to_last,10,CCS,3.0,0.512
rte,second_to_last,10,CCS,4.0,0.526
rte,second_to_last,12,CCS,0.0,0.514
rte,second_to_last,12,CCS,1.0,0.562
rte,second_to_last,12,CCS,2.0,0.528
rte,second_to_last,12,CCS,3.0,0.524
rte,second_to_last,12,CCS,4.0,0.556
rte,second_to_last,14,CCS,0.0,0.574
rte,second_to_last,14,CCS,1.0,0.586
rte,second_to_last,14,CCS,2.0,0.57
rte,second_to_last,14,CCS,3.0,0.554
rte,second_to_last,14,CCS,4.0,0.556
rte,second_to_last,15,CCS,0.0,0.524
rte,second_to_last,15,CCS,1.0,0.608
rte,second_to_last,15,CCS,2.0,0.582
rte,second_to_last,15,CCS,3.0,0.58
rte,second_to_last,15,CCS,4.0,0.566
rte,second_to_last,16,CCS,0.0,0.588
rte,second_to_last,16,CCS,1.0,0.6
rte,second_to_last,16,CCS,2.0,0.572
rte,second_to_last,16,CCS,3.0,0.58
rte,second_to_last,16,CCS,4.0,0.57
rte,second_to_last,17,CCS,0.0,0.57
rte,second_to_last,17,CCS,1.0,0.588
rte,second_to_last,17,CCS,2.0,0.57
rte,second_to_last,17,CCS,3.0,0.564
rte,second_to_last,17,CCS,4.0,0.596
rte,second_to_last,18,CCS,0.0,0.584
rte,second_to_last,18,CCS,1.0,0.578
rte,second_to_last,18,CCS,2.0,0.576
rte,second_to_last,18,CCS,3.0,0.574
rte,second_to_last,18,CCS,4.0,0.566
rte,second_to_last,20,CCS,0.0,0.568
rte,second_to_last,20,CCS,1.0,0.564
rte,second_to_last,20,CCS,2.0,0.562
rte,second_to_last,20,CCS,3.0,0.58
rte,second_to_last,20,CCS,4.0,0.558
rte,second_to_last,22,CCS,0.0,0.57
rte,second_to_last,22,CCS,1.0,0.576
rte,second_to_last,22,CCS,2.0,0.57
rte,second_to_last,22,CCS,3.0,0.57
rte,second_to_last,22,CCS,4.0,0.572
rte,second_to_last,24,CCS,0.0,0.58
rte,second_to_last,24,CCS,1.0,0.576
rte,second_to_last,24,CCS,2.0,0.576
rte,second_to_last,24,CCS,3.0,0.576
rte,second_to_last,24,CCS,4.0,0.578
rte,last,8,logistic,,0.706
rte,last,10,logistic,,0.756
rte,last,12,logistic,,0.794
rte,last,14,logistic,,0.84
rte,last,15,logistic,,0.844
rte,last,16,logistic,,0.84
rte,last,17,logistic,,0.836
rte,last,18,logistic,,0.83
rte,last,20,logistic,,0.826
rte,last,22,logistic,,0.818
rte,last,24,logistic,,0.79
rte,last,8,tcPCA-1,,0.508
rte,last,10,tcPCA-1,,0.554
rte,last,12,tcPCA-1,,0.546
rte,last,14,tcPCA-1,,0.56
rte,last,15,tcPCA-1,,0.546
rte,last,16,tcPCA-1,,0.534
rte,last,17,tcPCA-1,,0.544
rte,last,18,tcPCA-1,,0.564
rte,last,20,tcPCA-1,,0.544
rte,last,22,tcPCA-1,,0.54
rte,last,24,tcPCA-1,,0.542
rte,last,8,GCC-1,,0.506
rte,last,10,GCC-1,,0.556
rte,last,12,GCC-1,,0.546
rte,last,14,GCC-1,,0.55
rte,last,15,GCC-1,,0.556
rte,last,16,GCC-1,,0.542
rte,last,17,GCC-1,,0.548
rte,last,18,GCC-1,,0.552
rte,last,20,GCC-1,,0.55
rte,last,22,GCC-1,,0.568
rte,last,24,GCC-1,,0.556
rte,last,8,CCS,0.0,0.5
rte,last,8,CCS,1.0,0.498
rte,last,8,CCS,2.0,0.502
rte,last,8,CCS,3.0,0.538
rte,last,8,CCS,4.0,0.496
rte,last,10,CCS,0.0,0.544
rte,last,10,CCS,1.0,0.524
rte,last,10,CCS,2.0,0.574
rte,last,10,CCS,3.0,0.538
rte,last,10,CCS,4.0,0.546
rte,last,12,CCS,0.0,0.538
rte,last,12,CCS,1.0,0.538
rte,last,12,CCS,2.0,0.576
rte,last,12,CCS,3.0,0.54
rte,last,12,CCS,4.0,0.524
rte,last,14,CCS,0.0,0.56
rte,last,14,CCS,1.0,0.566
rte,last,14,CCS,2.0,0.646
rte,last,14,CCS,3.0,0.602
rte,last,14,CCS,4.0,0.532
rte,last,15,CCS,0.0,0.55
rte,last,15,CCS,1.0,0.56
rte,last,15,CCS,2.0,0.542
rte,last,15,CCS,3.0,0.596
rte,last,15,CCS,4.0,0.552
rte,last,16,CCS,0.0,0.562
rte,last,16,CCS,1.0,0.538
rte,last,16,CCS,2.0,0.51
rte,last,16,CCS,3.0,0.502
rte,last,16,CCS,4.0,0.558
rte,last,17,CCS,0.0,0.56
rte,last,17,CCS,1.0,0.536
rte,last,17,CCS,2.0,0.532
rte,last,17,CCS,3.0,0.586
rte,last,17,CCS,4.0,0.542
rte,last,18,CCS,0.0,0.556
rte,last,18,CCS,1.0,0.574
rte,last,18,CCS,2.0,0.568
rte,last,18,CCS,3.0,0.542
rte,last,18,CCS,4.0,0.55
rte,last,20,CCS,0.0,0.55
rte,last,20,CCS,1.0,0.538
rte,last,20,CCS,2.0,0.534
rte,last,20,CCS,3.0,0.55
rte,last,20,CCS,4.0,0.538
rte,last,22,CCS,0.0,0.552
rte,last,22,CCS,1.0,0.55
rte,last,22,CCS,2.0,0.552
rte,last,22,CCS,3.0,0.53
rte,last,22,CCS,4.0,0.548
rte,last,24,CCS,0.0,0.534
rte,last,24,CCS,1.0,0.54
rte,last,24,CCS,2.0,0.544
rte,last,24,CCS,3.0,0.538
rte,last,24,CCS,4.0,0.518
snli,second_to_last,8,logistic,,0.836
snli,second_to_last,10,logistic,,0.908
snli,second_to_last,12,logistic,,0.936
snli,second_to_last,14,logistic,,0.96
snli,second_to_last,15,logistic,,0.962
snli,second_to_last,16,logistic,,0.958
snli,second_to_last,17,logistic,,0.958
snli,second_to_last,18,logistic,,0.958
snli,second_to_last,20,logistic,,0.958
snli,second_to_last,22,logistic,,0.96
snli,second_to_last,24,logistic,,0.964
snli,second_to_last,8,tcPCA-1,,0.526
snli,second_to_last,10,tcPCA-1,,0.58
snli,second_to_last,12,tcPCA-1,,0.758
snli,second_to_last,14,tcPCA-1,,0.908
snli,second_to_last,15,tcPCA-1,,0.916
snli,second_to_last,16,tcPCA-1,,0.922
snli,second_to_last,17,tcPCA-1,,0.928
snli,second_to_last,18,tcPCA-1,,0.928
snli,second_to_last,20,tcPCA-1,,0.928
snli,second_to_last,22,tcPCA-1,,0.924
snli,second_to_last,24,tcPCA-1,,0.918
snli,second_to_last,8,GCC-1,,0.542
snli,second_to_last,10,GCC-1,,0.554
snli,second_to_last,12,GCC-1,,0.736
snli,second_to_last,14,GCC-1,,0.918
snli,second_to_last,15,GCC-1,,0.934
snli,second_to_last,16,GCC-1,,0.938
snli,second_to_last,17,GCC-1,,0.938
snli,second_to_last,18,GCC-1,,0.938
snli,second_to_last,20,GCC-1,,0.936
snli,second_to_last,22,GCC-1,,0.938
snli,second_to_last,24,GCC-1,,0.936
snli,second_to_last,8,CCS,0.0,0.584
snli,second_to_last,8,CCS,1.0,0.496
snli,second_to_last,8,CCS,2.0,0.502
snli,second_to_last,8,CCS,3.0,0.574
snli,second_to_last,8,CCS,4.0,0.606
snli,second_to_last,10,CCS,0.0,0.612
snli,second_to_last,10,CCS,1.0,0.58
snli,second_to_last,10,CCS,2.0,0.522
snli,second_to_last,10,CCS,3.0,0.628
snli,second_to_last,10,CCS,4.0,0.596
snli,second_to_last,12,CCS,0.0,0.468
snli,second_to_last,12,CCS,1.0,0.874
snli,second_to_last,12,CCS,2.0,0.906
snli,second_to_last,12,CCS,3.0,0.862
snli,second_to_last,12,CCS,4.0,0.892
snli,second_to_last,14,CCS,0.0,0.91
snli,second_to_last,14,CCS,1.0,0.918
snli,second_to_last,14,CCS,2.0,0.926
snli,second_to_last,14,CCS,3.0,0.918
snli,second_to_last,14,CCS,4.0,0.928
snli,second_to_last,15,CCS,0.0,0.928
snli,second_to_last,15,CCS,1.0,0.932
snli,second_to_last,15,CCS,2.0,0.93
snli,second_to_last,15,CCS,3.0,0.922
