dataset,split,pair_id,base_id,counterfactual_id
cities,train,cities_449_f_b0_3876,cities_449_f_b0,cities_449_f_b1
cities,train,cities_246_f_b0_3877,cities_246_f_b0,cities_246_f_b1
cities,train,cities_309_f_b0_3878,cities_309_f_b0,cities_309_f_b1
cities,train,cities_382_f_b0_3879,cities_382_f_b0,cities_382_f_b1
cities,train,cities_336_t_b0_3880,cities_336_t_b0,cities_336_t_b1
cities,train,cities_239_t_b0_3881,cities_239_t_b0,cities_239_t_b1
cities,train,cities_12_f_b0_3882,cities_12_f_b0,cities_12_f_b1
cities,train,cities_304_t_b0_3883,cities_304_t_b0,cities_304_t_b1
cities,train,cities_356_f_b0_3884,cities_356_f_b0,cities_356_f_b1
cities,train,cities_553_f_b0_3885,cities_553_f_b0,cities_553_f_b1
cities,train,cities_377_t_b0_3886,cities_377_t_b0,cities_377_t_b1
cities,train,cities_324_t_b0_3887,cities_324_t_b0,cities_324_t_b1
cities,train,cities_65_f_b0_3888,cities_65_f_b0,cities_65_f_b1
cities,train,cities_122_t_b0_3889,cities_122_t_b0,cities_122_t_b1
cities,train,cities_704_t_b0_3890,cities_704_t_b0,cities_704_t_b1
cities,train,cities_90_t_b0_3891,cities_90_t_b0,cities_90_t_b1
cities,train,cities_458_f_b0_3892,cities_458_f_b0,cities_458_f_b1
cities,train,cities_256_f_b0_3893,cities_256_f_b0,cities_256_f_b1
cities,train,cities_117_t_b0_3894,cities_117_t_b0,cities_117_t_b1
cities,train,cities_663_t_b0_3895,cities_663_t_b0,cities_663_t_b1
cities,train,cities_97_f_b0_3896,cities_97_f_b0,cities_97_f_b1
cities,train,cities_684_t_b0_3897,cities_684_t_b0,cities_684_t_b1
cities,train,cities_696_t_b0_3898,cities_696_t_b0,cities_696_t_b1
cities,train,cities_8_f_b0_3899,cities_8_f_b0,cities_8_f_b1
cities,train,cities_383_t_b0_3900,cities_383_t_b0,cities_383_t_b1
cities,train,cities_393_f_b0_3901,cities_393_f_b0,cities_393_f_b1
cities,train,cities_717_t_b0_3902,cities_717_t_b0,cities_717_t_b1
cities,train,cities_503_t_b0_3903,cities_503_t_b0,cities_503_t_b1
cities,train,cities_632_t_b0_3904,cities_632_t_b0,cities_632_t_b1
cities,train,cities_62_t_b0_3905,cities_62_t_b0,cities_62_t_b1
cities,train,cities_60_t_b0_3906,cities_60_t_b0,cities_60_t_b1
cities,train,cities_581_t_b0_3907,cities_581_t_b0,cities_581_t_b1
cities,train,cities_126_f_b0_3908,cities_126_f_b0,cities_126_f_b1
cities,train,cities_643_t_b0_3909,cities_643_t_b0,cities_643_t_b1
cities,train,cities_134_f_b0_3910,cities_134_f_b0,cities_134_f_b1
cities,train,cities_720_f_b0_3911,cities_720_f_b0,cities_720_f_b1
cities,train,cities_606_f_b0_3912,cities_606_f_b0,cities_606_f_b1
cities,train,cities_301_f_b0_3913,cities_301_f_b0,cities_301_f_b1
cities,train,cities_305_f_b0_3914,cities_305_f_b0,cities_305_f_b1
cities,train,cities_338_t_b0_3915,cities_338_t_b0,cities_338_t_b1
cities,train,cities_55_f_b0_3916,cities_55_f_b0,cities_55_f_b1
cities,train,cities_514_f_b0_3917,cities_514_f_b0,cities_514_f_b1
cities,train,cities_248_f_b0_3918,cities_248_f_b0,cities_248_f_b1
cities,train,cities_576_t_b0_3919,cities_576_t_b0,cities_576_t_b1
cities,train,cities_630_t_b0_3920,cities_630_t_b0,cities_630_t_b1
cities,train,cities_177_t_b0_3921,cities_177_t_b0,cities_177_t_b1
cities,train,cities_629_f_b0_3922,cities_629_f_b0,cities_629_f_b1
cities,train,cities_721_f_b0_3923,cities_721_f_b0,cities_721_f_b1
cities,train,cities_80_t_b0_3924,cities_80_t_b0,cities_80_t_b1
cities,train,cities_175_t_b0_3925,cities_175_t_b0,cities_175_t_b1
cities,train,cities_322_t_b0_3926,cities_322_t_b0,cities_322_t_b1
cities,train,cities_696_f_b0_3927,cities_696_f_b0,cities_696_f_b1
cities,train,cities_337_t_b0_3928,cities_337_t_b0,cities_337_t_b1
cities,train,cities_358_f_b0_3929,cities_358_f_b0,cities_358_f_b1
cities,train,cities_396_t_b0_3930,cities_396_t_b0,cities_396_t_b1
cities,train,cities_84_t_b0_3931,cities_84_t_b0,cities_84_t_b1
cities,train,cities_410_t_b0_3932,cities_410_t_b0,cities_410_t_b1
cities,train,cities_730_t_b0_3933,cities_730_t_b0,cities_730_t_b1
cities,train,cities_54_t_b0_3934,cities_54_t_b0,cities_54_t_b1
cities,train,cities_18_f_b0_3935,cities_18_f_b0,cities_18_f_b1
cities,train,cities_333_f_b0_3936,cities_333_f_b0,cities_333_f_b1
cities,train,cities_291_t_b0_3937,cities_291_t_b0,cities_291_t_b1
cities,train,cities_727_f_b0_3938,cities_727_f_b0,cities_727_f_b1
cities,train,cities_484_t_b0_3939,cities_484_t_b0,cities_484_t_b1
cities,train,cities_397_t_b0_3940,cities_397_t_b0,cities_397_t_b1
cities,train,cities_437_f_b0_3941,cities_437_f_b0,cities_437_f_b1
cities,train,cities_57_t_b0_3942,cities_57_t_b0,cities_57_t_b1
cities,train,cities_285_t_b0_3943,cities_285_t_b0,cities_285_t_b1
cities,train,cities_15_f_b0_3944,cities_15_f_b0,cities_15_f_b1
cities,train,cities_280_f_b0_3945,cities_280_f_b0,cities_280_f_b1
cities,train,cities_72_t_b0_3946,cities_72_t_b0,cities_72_t_b1
cities,train,cities_97_t_b0_3947,cities_97_t_b0,cities_97_t_b1
cities,train,cities_274_t_b0_3948,cities_274_t_b0,cities_274_t_b1
cities,train,cities_462_f_b0_3949,cities_462_f_b0,cities_462_f_b1
cities,train,cities_421_f_b0_3950,cities_421_f_b0,cities_421_f_b1
cities,train,cities_591_t_b0_3951,cities_591_t_b0,cities_591_t_b1
cities,train,cities_414_f_b0_3952,cities_414_f_b0,cities_414_f_b1
cities,train,cities_388_t_b0_3953,cities_388_t_b0,cities_388_t_b1
cities,train,cities_118_t_b0_3954,cities_118_t_b0,cities_118_t_b1
cities,train,cities_101_f_b0_3955,cities_101_f_b0,cities_101_f_b1
cities,train,cities_499_t_b0_3956,cities_499_t_b0,cities_499_t_b1
cities,train,cities_100_t_b0_3957,cities_100_t_b0,cities_100_t_b1
cities,train,cities_2_f_b0_3958,cities_2_f_b0,cities_2_f_b1
cities,train,cities_168_t_b0_3959,cities_168_t_b0,cities_168_t_b1
cities,train,cities_42_t_b0_3960,cities_42_t_b0,cities_42_t_b1
cities,train,cities_220_t_b0_3961,cities_220_t_b0,cities_220_t_b1
cities,train,cities_79_t_b0_3962,cities_79_t_b0,cities_79_t_b1
cities,train,cities_140_f_b0_3963,cities_140_f_b0,cities_140_f_b1
cities,train,cities_94_f_b0_3964,cities_94_f_b0,cities_94_f_b1
cities,train,cities_562_f_b0_3965,cities_562_f_b0,cities_562_f_b1
cities,train,cities_32_t_b0_3966,cities_32_t_b0,cities_32_t_b1
cities,train,cities_237_t_b0_3967,cities_237_t_b0,cities_237_t_b1
cities,train,cities_321_f_b0_3968,cities_321_f_b0,cities_321_f_b1
cities,train,cities_632_f_b0_3969,cities_632_f_b0,cities_632_f_b1
cities,train,cities_14_t_b0_3970,cities_14_t_b0,cities_14_t_b1
cities,train,cities_454_f_b0_3971,cities_454_f_b0,cities_454_f_b1
cities,train,cities_469_f_b0_3972,cities_469_f_b0,cities_469_f_b1
cities,train,cities_323_t_b0_3973,cities_323_t_b0,cities_323_t_b1
cities,train,cities_305_t_b0_3974,cities_305_t_b0,cities_305_t_b1
cities,train,cities_19_t_b0_3975,cities_19_t_b0,cities_19_t_b1
cities,train,cities_540_t_b0_3976,cities_540_t_b0,cities_540_t_b1
cities,train,cities_37_t_b0_3977,cities_37_t_b0,cities_37_t_b1
cities,train,cities_245_f_b0_3978,cities_245_f_b0,cities_245_f_b1
cities,train,cities_529_f_b0_3979,cities_529_f_b0,cities_529_f_b1
cities,train,cities_310_t_b0_3980,cities_310_t_b0,cities_310_t_b1
cities,train,cities_660_t_b0_3981,cities_660_t_b0,cities_660_t_b1
cities,train,cities_572_f_b0_3982,cities_572_f_b0,cities_572_f_b1
cities,train,cities_342_t_b0_3983,cities_342_t_b0,cities_342_t_b1
cities,train,cities_547_f_b0_3984,cities_547_f_b0,cities_547_f_b1
cities,train,cities_250_t_b0_3985,cities_250_t_b0,cities_250_t_b1
cities,train,cities_387_t_b0_3986,cities_387_t_b0,cities_387_t_b1
cities,train,cities_611_f_b0_3987,cities_611_f_b0,cities_611_f_b1
cities,train,cities_249_t_b0_3988,cities_249_t_b0,cities_249_t_b1
cities,train,cities_628_f_b0_3989,cities_628_f_b0,cities_628_f_b1
cities,train,cities_474_f_b0_3990,cities_474_f_b0,cities_474_f_b1
cities,train,cities_534_f_b0_3991,cities_534_f_b0,cities_534_f_b1
cities,train,cities_20_t_b0_3992,cities_20_t_b0,cities_20_t_b1
cities,train,cities_300_t_b0_3993,cities_300_t_b0,cities_300_t_b1
cities,train,cities_93_t_b0_3994,cities_93_t_b0,cities_93_t_b1
cities,train,cities_416_t_b0_3995,cities_416_t_b0,cities_416_t_b1
cities,train,cities_277_f_b0_3996,cities_277_f_b0,cities_277_f_b1
cities,train,cities_181_f_b0_3997,cities_181_f_b0,cities_181_f_b1
cities,train,cities_312_f_b0_3998,cities_312_f_b0,cities_312_f_b1
cities,train,cities_707_t_b0_3999,cities_707_t_b0,cities_707_t_b1
cities,eval,cities_553_t_b0_4000,cities_553_t_b0,cities_553_t_b1
cities,eval,cities_641_f_b0_4001,cities_641_f_b0,cities_641_f_b1
cities,eval,cities_374_f_b0_4002,cities_374_f_b0,cities_374_f_b1
cities,eval,cities_524_t_b0_4003,cities_524_t_b0,cities_524_t_b1
cities,eval,cities_677_f_b0_4004,cities_677_f_b0,cities_677_f_b1
cities,eval,cities_590_f_b0_4005,cities_590_f_b0,cities_590_f_b1
cities,eval,cities_452_t_b0_4006,cities_452_t_b0,cities_452_t_b1
cities,eval,cities_597_f_b0_4007,cities_597_f_b0,cities_597_f_b1
cities,eval,cities_137_t_b0_4008,cities_137_t_b0,cities_137_t_b1
cities,eval,cities_162_f_b0_4009,cities_162_f_b0,cities_162_f_b1
cities,eval,cities_161_f_b0_4010,cities_161_f_b0,cities_161_f_b1
cities,eval,cities_298_f_b0_4011,cities_298_f_b0,cities_298_f_b1
cities,eval,cities_567_t_b0_4012,cities_567_t_b0,cities_567_t_b1
cities,eval,cities_209_t_b0_4013,cities_209_t_b0,cities_209_t_b1
cities,eval,cities_164_f_b0_4014,cities_164_f_b0,cities_164_f_b1
cities,eval,cities_159_f_b0_4015,cities_159_f_b0,cities_159_f_b1
cities,eval,cities_427_t_b0_4016,cities_427_t_b0,cities_427_t_b1
cities,eval,cities_104_t_b0_4017,cities_104_t_b0,cities_104_t_b1
cities,eval,cities_636_t_b0_4018,cities_636_t_b0,cities_636_t_b1
cities,eval,cities_141_t_b0_4019,cities_141_t_b0,cities_141_t_b1
cities,eval,cities_300_f_b0_4020,cities_300_f_b0,cities_300_f_b1
cities,eval,cities_140_t_b0_4021,cities_140_t_b0,cities_140_t_b1
cities,eval,cities_213_f_b0_4022,cities_213_f_b0,cities_213_f_b1
cities,eval,cities_674_t_b0_4023,cities_674_t_b0,cities_674_t_b1
cities,eval,cities_428_f_b0_4024,cities_428_f_b0,cities_428_f_b1
cities,eval,cities_451_f_b0_4025,cities_451_f_b0,cities_451_f_b1
cities,eval,cities_4_t_b0_4026,cities_4_t_b0,cities_4_t_b1
cities,eval,cities_134_t_b0_4027,cities_134_t_b0,cities_134_t_b1
cities,eval,cities_676_f_b0_4028,cities_676_f_b0,cities_676_f_b1
cities,eval,cities_448_f_b0_4029,cities_448_f_b0,cities_448_f_b1
cities,eval,cities_294_f_b0_4030,cities_294_f_b0,cities_294_f_b1
cities,eval,cities_528_f_b0_4031,cities_528_f_b0,cities_528_f_b1
cities,eval,cities_147_t_b0_4032,cities_147_t_b0,cities_147_t_b1
cities,eval,cities_642_f_b0_4033,cities_642_f_b0,cities_642_f_b1
cities,eval,cities_211_f_b0_4034,cities_211_f_b0,cities_211_f_b1
cities,eval,cities_444_t_b0_4035,cities_444_t_b0,cities_444_t_b1
cities,eval,cities_171_t_b0_4036,cities_171_t_b0,cities_171_t_b1
cities,eval,cities_170_t_b0_4037,cities_170_t_b0,cities_170_t_b1
cities,eval,cities_737_t_b0_4038,cities_737_t_b0,cities_737_t_b1
cities,eval,cities_737_f_b0_4039,cities_737_f_b0,cities_737_f_b1
cities,eval,cities_351_t_b0_4040,cities_351_t_b0,cities_351_t_b1
cities,eval,cities_313_f_b0_4041,cities_313_f_b0,cities_313_f_b1
cities,eval,cities_21_t_b0_4042,cities_21_t_b0,cities_21_t_b1
cities,eval,cities_645_t_b0_4043,cities_645_t_b0,cities_645_t_b1
cities,eval,cities_53_t_b0_4044,cities_53_t_b0,cities_53_t_b1
cities,eval,cities_433_t_b0_4045,cities_433_t_b0,cities_433_t_b1
cities,eval,cities_166_t_b0_4046,cities_166_t_b0,cities_166_t_b1
cities,eval,cities_11_f_b0_4047,cities_11_f_b0,cities_11_f_b1
cities,eval,cities_575_t_b0_4048,cities_575_t_b0,cities_575_t_b1
cities,eval,cities_240_t_b0_4049,cities_240_t_b0,cities_240_t_b1
cities,eval,cities_475_t_b0_4050,cities_475_t_b0,cities_475_t_b1
cities,eval,cities_396_f_b0_4051,cities_396_f_b0,cities_396_f_b1
cities,eval,cities_149_f_b0_4052,cities_149_f_b0,cities_149_f_b1
cities,eval,cities_336_f_b0_4053,cities_336_f_b0,cities_336_f_b1
cities,eval,cities_261_f_b0_4054,cities_261_f_b0,cities_261_f_b1
cities,eval,cities_665_t_b0_4055,cities_665_t_b0,cities_665_t_b1
cities,eval,cities_453_f_b0_4056,cities_453_f_b0,cities_453_f_b1
cities,eval,cities_646_f_b0_4057,cities_646_f_b0,cities_646_f_b1
cities,eval,cities_549_t_b0_4058,cities_549_t_b0,cities_549_t_b1
cities,eval,cities_186_f_b0_4059,cities_186_f_b0,cities_186_f_b1
cities,eval,cities_599_f_b0_4060,cities_599_f_b0,cities_599_f_b1
cities,eval,cities_115_f_b0_4061,cities_115_f_b0,cities_115_f_b1
cities,eval,cities_258_t_b0_4062,cities_258_t_b0,cities_258_t_b1
cities,eval,cities_439_t_b0_4063,cities_439_t_b0,cities_439_t_b1
cities,eval,cities_207_f_b0_4064,cities_207_f_b0,cities_207_f_b1
cities,eval,cities_538_f_b0_4065,cities_538_f_b0,cities_538_f_b1
cities,eval,cities_71_t_b0_4066,cities_71_t_b0,cities_71_t_b1
cities,eval,cities_587_t_b0_4067,cities_587_t_b0,cities_587_t_b1
cities,eval,cities_46_t_b0_4068,cities_46_t_b0,cities_46_t_b1
cities,eval,cities_600_f_b0_4069,cities_600_f_b0,cities_600_f_b1
cities,eval,cities_415_t_b0_4070,cities_415_t_b0,cities_415_t_b1
cities,eval,cities_589_f_b0_4071,cities_589_f_b0,cities_589_f_b1
cities,eval,cities_610_t_b0_4072,cities_610_t_b0,cities_610_t_b1
cities,eval,cities_655_t_b0_4073,cities_655_t_b0,cities_655_t_b1
cities,eval,cities_423_f_b0_4074,cities_423_f_b0,cities_423_f_b1
cities,eval,cities_187_f_b0_4075,cities_187_f_b0,cities_187_f_b1
cities,eval,cities_253_t_b0_4076,cities_253_t_b0,cities_253_t_b1
cities,eval,cities_487_t_b0_4077,cities_487_t_b0,cities_487_t_b1
cities,eval,cities_489_t_b0_4078,cities_489_t_b0,cities_489_t_b1
cities,eval,cities_296_f_b0_4079,cities_296_f_b0,cities_296_f_b1
cities,eval,cities_371_t_b0_4080,cities_371_t_b0,cities_371_t_b1
cities,eval,cities_574_t_b0_4081,cities_574_t_b0,cities_574_t_b1
cities,eval,cities_399_f_b0_4082,cities_399_f_b0,cities_399_f_b1
cities,eval,cities_119_t_b0_4083,cities_119_t_b0,cities_119_t_b1
cities,eval,cities_552_t_b0_4084,cities_552_t_b0,cities_552_t_b1
cities,eval,cities_43_f_b0_4085,cities_43_f_b0,cities_43_f_b1
cities,eval,cities_738_t_b0_4086,cities_738_t_b0,cities_738_t_b1
cities,eval,cities_525_f_b0_4087,cities_525_f_b0,cities_525_f_b1
cities,eval,cities_735_f_b0_4088,cities_735_f_b0,cities_735_f_b1
cities,eval,cities_419_t_b0_4089,cities_419_t_b0,cities_419_t_b1
cities,eval,cities_179_t_b0_4090,cities_179_t_b0,cities_179_t_b1
cities,eval,cities_395_f_b0_4091,cities_395_f_b0,cities_395_f_b1
cities,eval,cities_674_f_b0_4092,cities_674_f_b0,cities_674_f_b1
cities,eval,cities_372_t_b0_4093,cities_372_t_b0,cities_372_t_b1
cities,eval,cities_659_t_b0_4094,cities_659_t_b0,cities_659_t_b1
cities,eval,cities_613_f_b0_4095,cities_613_f_b0,cities_613_f_b1
cities,eval,cities_703_f_b0_4096,cities_703_f_b0,cities_703_f_b1
cities,eval,cities_682_t_b0_4097,cities_682_t_b0,cities_682_t_b1
cities,eval,cities_96_f_b0_4098,cities_96_f_b0,cities_96_f_b1
cities,eval,cities_218_f_b0_4099,cities_218_f_b0,cities_218_f_b1
cities,eval,cities_50_t_b0_4100,cities_50_t_b0,cities_50_t_b1
cities,eval,cities_320_f_b0_4101,cities_320_f_b0,cities_320_f_b1
cities,eval,cities_48_t_b0_4102,cities_48_t_b0,cities_48_t_b1
cities,eval,cities_276_t_b0_4103,cities_276_t_b0,cities_276_t_b1
cities,eval,cities_542_f_b0_4104,cities_542_f_b0,cities_542_f_b1
cities,eval,cities_740_f_b0_4105,cities_740_f_b0,cities_740_f_b1
cities,eval,cities_46_f_b0_4106,cities_46_f_b0,cities_46_f_b1
cities,eval,cities_111_t_b0_4107,cities_111_t_b0,cities_111_t_b1
cities,eval,cities_152_t_b0_4108,cities_152_t_b0,cities_152_t_b1
cities,eval,cities_40_f_b0_4109,cities_40_f_b0,cities_40_f_b1
cities,eval,cities_138_f_b0_4110,cities_138_f_b0,cities_138_f_b1
cities,eval,cities_81_t_b0_4111,cities_81_t_b0,cities_81_t_b1
cities,eval,cities_594_f_b0_4112,cities_594_f_b0,cities_594_f_b1
cities,eval,cities_94_t_b0_4113,cities_94_t_b0,cities_94_t_b1
cities,eval,cities_564_f_b0_4114,cities_564_f_b0,cities_564_f_b1
cities,eval,cities_160_f_b0_4115,cities_160_f_b0,cities_160_f_b1
cities,eval,cities_328_f_b0_4116,cities_328_f_b0,cities_328_f_b1
cities,eval,cities_435_t_b0_4117,cities_435_t_b0,cities_435_t_b1
cities,eval,cities_23_t_b0_4118,cities_23_t_b0,cities_23_t_b1
cities,eval,cities_500_t_b0_4119,cities_500_t_b0,cities_500_t_b1
cities,eval,cities_666_f_b0_4120,cities_666_f_b0,cities_666_f_b1
cities,eval,cities_551_f_b0_4121,cities_551_f_b0,cities_551_f_b1
cities,eval,cities_384_f_b0_4122,cities_384_f_b0,cities_384_f_b1
cities,eval,cities_543_f_b0_4123,cities_543_f_b0,cities_543_f_b1
cities,eval,cities_216_t_b0_4124,cities_216_t_b0,cities_216_t_b1
cities,eval,cities_456_f_b0_4125,cities_456_f_b0,cities_456_f_b1
cities,eval,cities_52_f_b0_4126,cities_52_f_b0,cities_52_f_b1
cities,eval,cities_198_t_b0_4127,cities_198_t_b0,cities_198_t_b1
cities,eval,cities_278_f_b0_4128,cities_278_f_b0,cities_278_f_b1
cities,eval,cities_176_t_b0_4129,cities_176_t_b0,cities_176_t_b1
cities,eval,cities_612_t_b0_4130,cities_612_t_b0,cities_612_t_b1
cities,eval,cities_656_t_b0_4131,cities_656_t_b0,cities_656_t_b1
cities,eval,cities_667_f_b0_4132,cities_667_f_b0,cities_667_f_b1
cities,eval,cities_27_f_b0_4133,cities_27_f_b0,cities_27_f_b1
cities,eval,cities_559_t_b0_4134,cities_559_t_b0,cities_559_t_b1
cities,eval,cities_699_f_b0_4135,cities_699_f_b0,cities_699_f_b1
cities,eval,cities_558_f_b0_4136,cities_558_f_b0,cities_558_f_b1
cities,eval,cities_537_f_b0_4137,cities_537_f_b0,cities_537_f_b1
cities,eval,cities_623_t_b0_4138,cities_623_t_b0,cities_623_t_b1
cities,eval,cities_494_f_b0_4139,cities_494_f_b0,cities_494_f_b1
cities,eval,cities_291_f_b0_4140,cities_291_f_b0,cities_291_f_b1
cities,eval,cities_324_f_b0_4141,cities_324_f_b0,cities_324_f_b1
cities,eval,cities_635_f_b0_4142,cities_635_f_b0,cities_635_f_b1
cities,eval,cities_692_t_b0_4143,cities_692_t_b0,cities_692_t_b1
cities,eval,cities_314_t_b0_4144,cities_314_t_b0,cities_314_t_b1
cities,eval,cities_518_f_b0_4145,cities_518_f_b0,cities_518_f_b1
cities,eval,cities_380_f_b0_4146,cities_380_f_b0,cities_380_f_b1
cities,eval,cities_239_f_b0_4147,cities_239_f_b0,cities_239_f_b1
cities,eval,cities_197_f_b0_4148,cities_197_f_b0,cities_197_f_b1
cities,eval,cities_110_f_b0_4149,cities_110_f_b0,cities_110_f_b1
cities,eval,cities_194_f_b0_4150,cities_194_f_b0,cities_194_f_b1
cities,eval,cities_657_t_b0_4151,cities_657_t_b0,cities_657_t_b1
cities,eval,cities_614_t_b0_4152,cities_614_t_b0,cities_614_t_b1
cities,eval,cities_195_f_b0_4153,cities_195_f_b0,cities_195_f_b1
cities,eval,cities_478_f_b0_4154,cities_478_f_b0,cities_478_f_b1
cities,eval,cities_706_t_b0_4155,cities_706_t_b0,cities_706_t_b1
cities,eval,cities_105_t_b0_4156,cities_105_t_b0,cities_105_t_b1
cities,eval,cities_703_t_b0_4157,cities_703_t_b0,cities_703_t_b1
cities,eval,cities_316_f_b0_4158,cities_316_f_b0,cities_316_f_b1
cities,eval,cities_665_f_b0_4159,cities_665_f_b0,cities_665_f_b1
cities,eval,cities_393_t_b0_4160,cities_393_t_b0,cities_393_t_b1
cities,eval,cities_714_f_b0_4161,cities_714_f_b0,cities_714_f_b1
cities,eval,cities_438_f_b0_4162,cities_438_f_b0,cities_438_f_b1
cities,eval,cities_527_f_b0_4163,cities_527_f_b0,cities_527_f_b1
cities,eval,cities_278_t_b0_4164,cities_278_t_b0,cities_278_t_b1
cities,eval,cities_252_f_b0_4165,cities_252_f_b0,cities_252_f_b1
cities,eval,cities_194_t_b0_4166,cities_194_t_b0,cities_194_t_b1
cities,eval,cities_329_f_b0_4167,cities_329_f_b0,cities_329_f_b1
cities,eval,cities_472_f_b0_4168,cities_472_f_b0,cities_472_f_b1
cities,eval,cities_156_f_b0_4169,cities_156_f_b0,cities_156_f_b1
cities,eval,cities_446_f_b0_4170,cities_446_f_b0,cities_446_f_b1
cities,eval,cities_212_f_b0_4171,cities_212_f_b0,cities_212_f_b1
cities,eval,cities_222_f_b0_4172,cities_222_f_b0,cities_222_f_b1
cities,eval,cities_172_t_b0_4173,cities_172_t_b0,cities_172_t_b1
cities,eval,cities_567_f_b0_4174,cities_567_f_b0,cities_567_f_b1
cities,eval,cities_88_f_b0_4175,cities_88_f_b0,cities_88_f_b1
cities,eval,cities_648_f_b0_4176,cities_648_f_b0,cities_648_f_b1
cities,eval,cities_556_t_b0_4177,cities_556_t_b0,cities_556_t_b1
cities,eval,cities_167_t_b0_4178,cities_167_t_b0,cities_167_t_b1
cities,eval,cities_623_f_b0_4179,cities_623_f_b0,cities_623_f_b1
cities,eval,cities_70_f_b0_4180,cities_70_f_b0,cities_70_f_b1
cities,eval,cities_498_f_b0_4181,cities_498_f_b0,cities_498_f_b1
cities,eval,cities_214_t_b0_4182,cities_214_t_b0,cities_214_t_b1
cities,eval,cities_481_t_b0_4183,cities_481_t_b0,cities_481_t_b1
cities,eval,cities_205_t_b0_4184,cities_205_t_b0,cities_205_t_b1
cities,eval,cities_669_f_b0_4185,cities_669_f_b0,cities_669_f_b1
cities,eval,cities_69_t_b0_4186,cities_69_t_b0,cities_69_t_b1
cities,eval,cities_638_t_b0_4187,cities_638_t_b0,cities_638_t_b1
cities,eval,cities_519_t_b0_4188,cities_519_t_b0,cities_519_t_b1
cities,eval,cities_290_t_b0_4189,cities_290_t_b0,cities_290_t_b1
cities,eval,cities_31_f_b0_4190,cities_31_f_b0,cities_31_f_b1
cities,eval,cities_429_f_b0_4191,cities_429_f_b0,cities_429_f_b1
cities,eval,cities_152_f_b0_4192,cities_152_f_b0,cities_152_f_b1
cities,eval,cities_510_f_b0_4193,cities_510_f_b0,cities_510_f_b1
cities,eval,cities_657_f_b0_4194,cities_657_f_b0,cities_657_f_b1
cities,eval,cities_271_f_b0_4195,cities_271_f_b0,cities_271_f_b1
cities,eval,cities_283_t_b0_4196,cities_283_t_b0,cities_283_t_b1
cities,eval,cities_330_t_b0_4197,cities_330_t_b0,cities_330_t_b1
cities,eval,cities_489_f_b0_4198,cities_489_f_b0,cities_489_f_b1
cities,eval,cities_483_t_b0_4199,cities_483_t_b0,cities_483_t_b1
cities,eval,cities_68_t_b0_4200,cities_68_t_b0,cities_68_t_b1
cities,eval,cities_157_t_b0_4201,cities_157_t_b0,cities_157_t_b1
cities,eval,cities_183_f_b0_4202,cities_183_f_b0,cities_183_f_b1
cities,eval,cities_552_f_b0_4203,cities_552_f_b0,cities_552_f_b1
cities,eval,cities_668_t_b0_4204,cities_668_t_b0,cities_668_t_b1
cities,eval,cities_234_f_b0_4205,cities_234_f_b0,cities_234_f_b1
cities,eval,cities_265_t_b0_4206,cities_265_t_b0,cities_265_t_b1
cities,eval,cities_464_f_b0_4207,cities_464_f_b0,cities_464_f_b1
cities,eval,cities_667_t_b0_4208,cities_667_t_b0,cities_667_t_b1
cities,eval,cities_554_t_b0_4209,cities_554_t_b0,cities_554_t_b1
cities,eval,cities_590_t_b0_4210,cities_590_t_b0,cities_590_t_b1
cities,eval,cities_224_f_b0_4211,cities_224_f_b0,cities_224_f_b1
cities,eval,cities_401_f_b0_4212,cities_401_f_b0,cities_401_f_b1
cities,eval,cities_347_t_b0_4213,cities_347_t_b0,cities_347_t_b1
cities,eval,cities_44_f_b0_4214,cities_44_f_b0,cities_44_f_b1
cities,eval,cities_163_t_b0_4215,cities_163_t_b0,cities_163_t_b1
cities,eval,cities_47_t_b0_4216,cities_47_t_b0,cities_47_t_b1
cities,eval,cities_251_t_b0_4217,cities_251_t_b0,cities_251_t_b1
cities,eval,cities_16_t_b0_4218,cities_16_t_b0,cities_16_t_b1
cities,eval,cities_6_f_b0_4219,cities_6_f_b0,cities_6_f_b1
cities,eval,cities_644_t_b0_4220,cities_644_t_b0,cities_644_t_b1
cities,eval,cities_83_f_b0_4221,cities_83_f_b0,cities_83_f_b1
cities,eval,cities_269_t_b0_4222,cities_269_t_b0,cities_269_t_b1
cities,eval,cities_504_f_b0_4223,cities_504_f_b0,cities_504_f_b1
cities,eval,cities_631_t_b0_4224,cities_631_t_b0,cities_631_t_b1
cities,eval,cities_9_f_b0_4225,cities_9_f_b0,cities_9_f_b1
cities,eval,cities_409_f_b0_4226,cities_409_f_b0,cities_409_f_b1
cities,eval,cities_332_t_b0_4227,cities_332_t_b0,cities_332_t_b1
cities,eval,cities_76_f_b0_4228,cities_76_f_b0,cities_76_f_b1
cities,eval,cities_731_t_b0_4229,cities_731_t_b0,cities_731_t_b1
cities,eval,cities_56_t_b0_4230,cities_56_t_b0,cities_56_t_b1
cities,eval,cities_284_f_b0_4231,cities_284_f_b0,cities_284_f_b1
cities,eval,cities_616_t_b0_4232,cities_616_t_b0,cities_616_t_b1
cities,eval,cities_223_f_b0_4233,cities_223_f_b0,cities_223_f_b1
cities,eval,cities_724_t_b0_4234,cities_724_t_b0,cities_724_t_b1
cities,eval,cities_621_t_b0_4235,cities_621_t_b0,cities_621_t_b1
cities,eval,cities_59_f_b0_4236,cities_59_f_b0,cities_59_f_b1
